orderportalid,orderdate_gmt,designer,style,shipper,shiptypeid,userid,isvip,country,region,ddprate,countrycode,hasusedwishlist,isreseller,hasitemsonbag,tierafterorder,tierbeforeorder,isusingmultipledevices,userfraudstatus,promocode,freereturn,issale,productid,brand,ddpsubcategory,storeid,countryoforigin,size,category_1stlevel,platform,returned
397401,2018-02-03 07:24:32.530000+00:00,74344,74362,2,2,57341.0,Not VIP,1,1,5.0083,1,No,No,No,T4,T4,Yes,3,1,1,Yes,83459,1116,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",941,2,35,Clothing,web,1.0
373982,2018-02-03 23:10:32.040000+00:00,3924,3928,1,1,254668.0,Not VIP,1,1,0.0,1,Yes,No,No,T2,T2,No,3,1,1,Yes,4055,100,Dresses,98,2,41,Clothing,web,1.0
56336,2018-01-08 16:46:00.440000+00:00,21379,21387,2,2,48073.0,Not VIP,5,3,0.0,5,No,No,No,T4,,No,3,921,1,Yes,22966,99,Footwear with outer soles of rubber or plastics,15,2,537,Shoes,web,0.0
294127,2018-02-14 09:02:02.920000+00:00,128189,128219,5,2,74186.0,Not VIP,48,4,0.0,48,Yes,Yes,No,VIP,VIP,Yes,6,1,1,No,149286,37,Other footwear,36,2,31,Shoes,app,0.0
299364,2018-02-15 11:06:55.250000+00:00,28616,28624,1,3,2547.0,VIP,9,3,0.0,9,Yes,No,No,T2,T2,Yes,3,1,1,No,31111,25,,286,6,40,Clothing,web,1.0
63966,2018-01-09 05:47:04.916000+00:00,9791,9797,2,2,53998.0,Not VIP,12,4,0.0,12,Yes,No,No,T4,T4,No,4,921,1,Yes,10324,25," T-shirts, singlets and other vests",22,4,27,Clothing,,0.0
372047,2018-01-10 10:26:27.500000+00:00,65157,65174,2,2,253679.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,T4,Yes,3,924,1,Yes,72858,212,Other footwear,256,3,12,Shoes,web,1.0
380407,2018-02-16 12:30:02.930000+00:00,31703,31711,2,2,16440.0,Not VIP,19,4,0.0,19,No,Yes,No,T1,T1,Yes,3,1,1,Yes,183110,1055,Babies' Hats and other headgear,203,1,563,Baby Girl Accessories,web,1.0
371246,2018-02-02 10:02:02.760000+00:00,57373,57386,1,3,124333.0,VIP,9,3,0.0,9,Yes,No,No,VIP,VIP,Yes,3,1,1,Yes,63831,347,"Blouses, shirts and shirt-blouses",72,1,42,Clothing,web,1.0
197810,2018-01-27 12:35:40.863000+00:00,153602,153634,2,2,147485.0,Not VIP,4,3,0.0,4,No,No,Yes,T4,,Yes,3,1,1,Yes,180787,479,N/D,334,1,221,Clothing,,1.0
404632,2018-02-10 15:13:20.800000+00:00,4985,4989,1,3,269729.0,Not VIP,4,3,0.0,4,No,No,No,,,No,2,1,1,No,5186,87,Swimwear,619,1,237,Clothing,web,1.0
391863,2018-01-22 13:36:32.963000+00:00,99861,99884,1,3,263687.0,Not VIP,9,3,0.0,9,No,No,No,,,No,3,1,1,Yes,114087,46,,83,20,13,Clothing,,1.0
228305,2018-02-01 19:25:30.096000+00:00,5948,5952,2,2,167048.0,Not VIP,3,2,40.404,3,Yes,No,No,T3,T3,No,3,1,1,Yes,6194,4,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",1117,2,1,Accessories,app,0.0
170547,2018-01-22 20:28:11.380000+00:00,147073,147105,1,3,129838.0,Not VIP,4,3,0.0,4,Yes,No,Yes,T3,T4,No,3,1,1,Yes,180188,163,N/D,35,2,228,Clothing,app,1.0
391676,2018-02-06 21:23:56.043000+00:00,12468,12475,2,2,263594.0,Not VIP,1,1,5.0083,1,Yes,No,No,T4,T4,Yes,4,1,1,No,13189,28,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",562,32,148,Clothing,,1.0
312135,2018-02-18 03:16:08.703000+00:00,130613,130643,5,2,218542.0,Not VIP,17,4,0.0,17,No,No,No,,,Yes,3,1,1,No,152254,60,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",62,4,14,Clothing,web,0.0
114216,2018-01-13 02:02:11.290000+00:00,4841,4845,3,2,90912.0,VIP,4,3,20.9568,4,Yes,No,No,T1,T1,Yes,6,1,1,No,16739,2,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",72,1,18,Clothing,app,0.0
25663,2018-01-05 13:28:08.736000+00:00,10263,10269,1,3,22846.0,Not VIP,4,3,0.0,4,Yes,No,Yes,T3,T3,No,3,1,1,No,10817,105,Other footwear with outer soles of leather,620,1,28,Shoes,,0.0
403465,2018-01-16 00:29:02.133000+00:00,825,827,2,2,102856.0,Not VIP,2,1,40.8163,2,Yes,No,Yes,T4,T4,No,4,1,1,Yes,836,292,Shirts,315,12,3,Clothing,web,1.0
163053,2018-01-21 14:47:31.663000+00:00,16450,16457,2,2,70567.0,VIP,126,1,0.0,126,Yes,No,Yes,T1,T1,Yes,3,1,1,No,1766,33,,232,4,2,Clothing,web,0.0
105958,2018-01-12 12:27:59.263000+00:00,69377,69394,5,2,5692.0,Not VIP,12,4,0.0,12,Yes,Yes,Yes,VIP,VIP,Yes,6,1,1,No,77708,37," T-shirts, singlets and other vests",36,4,2,Clothing,web,0.0
96789,2018-01-11 17:11:24.576000+00:00,66193,66210,4,2,56851.0,Not VIP,28,3,0.0,28,No,No,No,T2,T3,Yes,3,921,1,Yes,74053,1300,Footwear with outer soles of rubber or plastics,134,1,61,Girls Shoes,web,0.0
21085,2018-01-04 19:35:17.656000+00:00,12232,12237,2,2,18895.0,Not VIP,18,4,0.0,18,Yes,No,Yes,T3,T3,No,3,1,1,Yes,20432,443,"Coats: overcoats, raincoat, cape, cloaks and similar articles",72,36,114,Clothing,web,0.0
240223,2018-02-04 03:21:24.320000+00:00,113841,113867,4,2,168934.0,VIP New,3,2,0.0,3,Yes,No,No,T2,T2,Yes,4,1,1,No,131305,458," T-shirts, singlets and other vests",286,12,27,Clothing,app,0.0
262686,2018-02-08 01:01:36.693000+00:00,22074,22082,2,2,188233.0,Not VIP,1,1,0.0,1,No,No,No,T4,,No,3,1,1,Yes,23741,25,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",22,9,3,Clothing,web,0.0
3406,2018-01-01 20:37:31.883000+00:00,4525,4529,1,3,3262.0,Not VIP,8,3,0.0,8,Yes,No,No,T4,T4,Yes,3,1,1,Yes,4694,166,Footwear with outer soles of rubber or plastics,72,11,5,Shoes,web,0.0
276548,2018-02-10 14:13:19.386000+00:00,110072,110096,2,2,53255.0,VIP New,4,3,0.0,4,Yes,No,No,VIP,VIP,Yes,4,1,1,No,126701,99,"Pantyhose, tights",85,70,80,Clothing,web,0.0
372038,2018-02-17 21:55:40.920000+00:00,6834,6838,2,2,253673.0,Not VIP,46,4,5.008,46,Yes,No,Yes,T4,T4,No,3,1,1,Yes,44541,126,Other footwear,1291,1,37,Shoes,web,1.0
193849,2018-01-26 18:25:39.756000+00:00,152598,152631,1,3,144939.0,Not VIP,9,3,0.0,9,Yes,No,Yes,T4,,Yes,3,1,1,Yes,179555,409,Dresses,160,1,42,Clothing,web,1.0
384511,2018-01-05 17:17:04.900000+00:00,7072,7076,1,7,209102.0,Not VIP,10,3,0.0,10,Yes,No,No,,,Yes,3,4,1,No,8703,92,Footwear with outer soles of rubber or plastics,91,1,12,Shoes,,1.0
102925,2018-01-12 07:30:15.073000+00:00,60759,60773,2,2,83026.0,Not VIP,24,3,0.0,24,Yes,No,No,T4,,No,3,924,1,Yes,67761,462,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",85,2,138,Boys Accessories,web,0.0
222526,2018-01-31 19:36:25.863000+00:00,710,712,3,2,163444.0,Not VIP,15,4,0.0,15,No,No,Yes,,,No,3,1,1,Yes,720,4,Footwear with outer soles of rubber or plastics,23,2,4,Shoes,,0.0
372119,2018-01-19 05:40:50.996000+00:00,13696,13703,2,2,74395.0,VIP,5,3,0.0,5,Yes,No,No,T1,T1,Yes,2,1,1,Yes,14526,73,"Blouses, shirts and shirt-blouses",29,3,42,Clothing,app,1.0
85745,2018-01-10 18:53:03.670000+00:00,6581,6585,2,2,70550.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T3,T3,Yes,4,921,1,Yes,6865,81," T-shirts, singlets and other vests",238,1,3,Clothing,app,0.0
113690,2018-01-13 00:42:41.346000+00:00,32399,32408,2,2,52112.0,Not VIP,4,3,27.2,4,Yes,No,Yes,T2,T2,Yes,4,924,1,Yes,35384,194,"Trousers, overalls, shorts",214,35,317,Clothing,web,1.0
395319,2018-01-10 17:11:15.756000+00:00,18552,18558,2,2,115792.0,Not VIP,15,4,0.0,15,Yes,No,No,T2,T2,No,4,1,1,No,19844,136,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",284,2,24,Clothing,,1.0
216457,2018-01-30 19:38:46.710000+00:00,25876,25884,4,2,50828.0,Not VIP,29,3,0.0,29,Yes,No,No,T4,,No,4,1,1,Yes,28042,212,Footwear with outer soles of rubber or plastics,308,1,4,Shoes,app,0.0
298423,2018-02-15 05:33:24.150000+00:00,66680,66697,2,2,210282.0,Not VIP,74,4,0.0,74,Yes,No,No,T4,,No,4,1,1,Yes,74606,320,Other footwear with outer soles of leather,267,1,28,Shoes,web,0.0
243051,2018-02-04 16:04:44.086000+00:00,112552,112578,2,2,176143.0,Not VIP,4,3,10.3807,4,Yes,No,Yes,T3,T4,No,3,1,1,No,129731,320,Footwear with outer soles of leather or composition leather,1053,1,38,Shoes,,0.0
18918,2018-01-04 13:09:32.513000+00:00,97893,97916,5,2,17017.0,Not VIP,30,3,10.4566,30,Yes,No,Yes,T4,T4,No,4,1,1,No,111663,633,,259,1,652,Accessories,app,1.0
61039,2018-01-08 23:03:06.926000+00:00,48781,48793,2,2,25755.0,VIP New,16,4,17.0858,16,Yes,No,Yes,VIP,VIP,Yes,6,1,1,Yes,53995,9,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",15,1,9,Clothing,web,0.0
386757,2018-01-12 17:35:16.553000+00:00,4200,4204,1,3,261135.0,Not VIP,55,3,0.0,55,Yes,No,No,,,No,4,924,1,Yes,14267,60,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",106,4,14,Clothing,web,1.0
71431,2018-01-09 16:43:53.920000+00:00,133,133,2,2,59608.0,Not VIP,1,1,5.0083,1,Yes,No,No,T4,T4,Yes,3,924,1,Yes,134,16,Other footwear with outer soles of leather,960,4,411,Shoes,web,1.0
69837,2018-01-09 14:47:45.593000+00:00,44975,44988,2,2,58399.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T2,T3,Yes,3,924,1,Yes,49670,390,Other footwear with outer soles of leather,408,1,38,Shoes,app,0.0
225674,2018-02-01 10:24:29.963000+00:00,109567,109591,2,2,165415.0,VIP New,46,4,5.008,46,Yes,No,Yes,T4,,No,3,1,1,No,126058,1421,Babies' Sets,992,10,32,Baby Girl Clothing,,0.0
48478,2018-01-08 10:26:54.980000+00:00,40385,40395,2,2,2776.0,VIP New,48,4,0.0,48,Yes,No,Yes,VIP,VIP,Yes,3,921,1,Yes,44436,413,"Shawls, scarves, mufflers, mantillas, veils and similar articles",419,24,6,Accessories,app,0.0
68981,2018-01-09 13:45:06.133000+00:00,27865,27873,2,2,12448.0,VIP,5,3,0.0,5,Yes,No,Yes,T2,T2,Yes,3,924,1,Yes,30276,97,"Handbags, whether or not with shoulder strap, including those without handle",286,1,17,Bags,web,1.0
382183,2018-02-08 01:13:13.076000+00:00,150706,150739,2,2,255846.0,VIP,1,1,5.0083,1,No,No,No,T1,T1,Yes,3,1,1,Yes,177270,264,Nightdresses and Pyjamas,297,1,13,Clothing,,1.0
31596,2018-01-06 11:13:05.120000+00:00,10783,10789,1,3,27905.0,Not VIP,36,3,0.0,36,No,No,No,T2,T2,No,3,1,1,Yes,11375,97,"Handbags, whether or not with shoulder strap, including those without handle",11,1,17,Bags,web,0.0
293948,2018-02-14 08:10:19.540000+00:00,121672,121701,2,2,207648.0,VIP New,71,4,0.0,71,No,No,Yes,VIP,VIP,No,4,1,1,No,141122,679,"Trousers, overalls, shorts",46,10,96,Clothing,,0.0
114052,2018-01-13 01:37:39.370000+00:00,72151,72169,1,3,90798.0,Not VIP,4,3,0.0,4,Yes,No,Yes,T4,,No,3,921,1,Yes,80910,125,,132,1,38,Shoes,app,1.0
393627,2018-01-13 01:03:25.666000+00:00,116076,116105,2,2,264534.0,Not VIP,3,2,0.0,3,No,No,No,,,No,4,1,1,No,134072,74,Other footwear with outer soles of leather,23,1,78,Shoes,web,1.0
172368,2018-01-23 04:47:53.156000+00:00,85341,85363,6,2,128831.0,Not VIP,1,1,6.7488,1,Yes,No,No,T2,T3,Yes,3,1,1,No,96537,92,,36,20,35,Clothing,web,1.0
395332,2018-02-02 15:44:13.936000+00:00,5311,5315,1,3,265358.0,Not VIP,4,3,0.0,4,No,No,No,,,No,3,1,1,No,127072,23,,1115,2,259,Clothing,web,1.0
32673,2018-01-06 14:24:02.370000+00:00,25590,25598,3,4,28832.0,Not VIP,7,1,0.0,7,Yes,No,No,T4,,No,4,1,0,Yes,27725,9,N/D,985,8,26,Shoes,app,0.0
79817,2018-01-10 09:56:34.836000+00:00,2390,2393,2,2,66024.0,Not VIP,5,3,0.0,5,No,No,Yes,T4,,No,3,1,1,No,2459,101," T-shirts, singlets and other vests",334,26,3,Clothing,app,0.0
76305,2018-01-10 02:14:59.926000+00:00,5219,5223,1,3,63409.0,VIP,4,3,0.0,4,Yes,No,No,T2,T2,Yes,3,924,1,Yes,63327,52,"Trousers, overalls, shorts",11,4,33,Clothing,web,1.0
286004,2018-02-12 16:00:04.013000+00:00,2935,2938,1,3,202724.0,VIP,9,3,0.0,9,Yes,No,No,T2,T2,No,3,1,1,No,27359,87," T-shirts, singlets and other vests",44,1,24,Clothing,app,0.0
378887,2018-01-03 17:56:52.703000+00:00,48652,48664,1,3,257167.0,Not VIP,9,3,0.0,9,Yes,No,No,,,No,4,1,1,Yes,132399,290,,34,20,31,Shoes,web,1.0
302767,2018-02-16 02:20:27.410000+00:00,4502,4506,2,2,153306.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T3,T3,No,3,1,1,No,4671,81,Footwear with outer soles of rubber or plastics,225,1,37,Shoes,app,0.0
399957,2018-01-11 01:05:49.680000+00:00,17942,17949,1,3,223497.0,Not VIP,6,4,0.0,6,Yes,No,No,,,No,3,924,1,Yes,19169,33,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",128,4,19,Clothing,web,1.0
288307,2018-02-13 02:33:59.280000+00:00,4668,4672,2,2,161136.0,VIP,12,4,33.3833,12,Yes,No,Yes,T2,T2,No,3,1,1,Yes,4849,251,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",184,2,2,Clothing,app,0.0
55448,2018-01-08 15:55:52.020000+00:00,19401,19407,4,2,47380.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,T4,Yes,3,921,1,Yes,29865,25," T-shirts, singlets and other vests",33,25,14,Clothing,web,1.0
187848,2018-01-25 16:59:50.623000+00:00,75644,75662,3,9,141102.0,Not VIP,4,3,0.0,4,Yes,No,No,T4,T4,No,3,1,1,No,84971,251,Other clothing accessories,1211,1,347,Accessories,,0.0
191476,2018-01-26 09:20:19.270000+00:00,99581,99604,2,2,84626.0,Not VIP,3,2,0.0,3,Yes,No,No,T3,T3,No,1,1,1,No,113751,173,Articles of a kind normally carried in the pocket or in the handbag,366,93,6,Accessories,web,0.0
377395,2018-01-22 22:44:15.720000+00:00,94114,94136,2,2,256418.0,VIP,1,1,21.6672,1,Yes,No,Yes,T3,T3,Yes,3,1,1,No,107018,347,"Trousers, overalls, shorts",2,1,2,Clothing,web,1.0
400976,2018-02-06 06:01:59.493000+00:00,97196,97219,2,2,156168.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T2,T2,No,3,1,1,No,110810,53,N/D,22,20,42,Clothing,app,1.0
93295,2018-01-11 11:40:59.890000+00:00,13406,13413,2,2,76079.0,Not VIP,1,1,5.0083,1,Yes,Yes,No,T3,T4,No,3,921,1,Yes,14215,33,"Trousers, overalls, shorts",17,1,40,Clothing,web,1.0
403374,2018-01-20 17:04:13.433000+00:00,58272,58285,2,2,269117.0,Not VIP,4,3,0.0,4,Yes,No,No,,,Yes,3,1,1,Yes,64855,67,"Coats: overcoats, raincoat, cape, cloaks and similar articles",15,1,29,Clothing,app,1.0
247394,2018-02-05 11:56:14.690000+00:00,104037,104058,2,2,178835.0,Not VIP,12,4,33.3833,12,Yes,No,Yes,T4,,No,3,1,1,No,51691,14,"Ties, bow ties and cravats",238,1,6,Accessories,,0.0
403531,2018-02-02 06:24:52.023000+00:00,11905,11910,2,2,269182.0,Not VIP,3,2,0.0,3,No,No,No,,,No,3,1,1,Yes,12580,170,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",366,1,57,Clothing,app,1.0
17431,2018-01-04 07:55:06.563000+00:00,17944,17951,2,2,15741.0,VIP,46,4,5.008,46,Yes,No,No,T1,T1,Yes,3,1,1,No,19171,132,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",116,12,3,Clothing,web,0.0
151474,2018-01-19 12:30:09.736000+00:00,52013,52025,2,2,116864.0,VIP,1,1,5.0083,1,Yes,No,No,T3,T4,No,3,1,1,Yes,57642,5,"Blouses, shirts and shirt-blouses",80,1,19,Clothing,web,1.0
299066,2018-02-15 09:37:55.090000+00:00,92319,92341,2,2,196168.0,VIP,2,1,0.0,2,Yes,No,Yes,T2,T2,No,3,1,1,No,104823,279,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",65,4,10,Teen Girl Clothing,,1.0
210541,2018-01-29 19:34:23.036000+00:00,105243,105265,2,2,155900.0,Not VIP,2,1,0.0,2,Yes,No,Yes,T4,,Yes,3,1,1,No,120711,38,"Blouses, shirts and shirt-blouses",303,1,14,Clothing,web,0.0
140806,2018-01-17 16:20:28.396000+00:00,32042,32051,1,1,11500.0,VIP New,1,1,0.0,1,Yes,No,Yes,T1,T1,Yes,4,1,1,No,34988,4,N/D,723,20,3,Clothing,web,1.0
385937,2018-02-16 17:05:46.043000+00:00,30227,30235,1,3,225245.0,Not VIP,14,3,0.0,14,No,No,No,,,No,3,1,1,No,143225,303,Dresses,325,1,9,Clothing,web,1.0
98338,2018-01-11 19:52:34.456000+00:00,66763,66780,2,2,23904.0,Not VIP,5,3,0.0,5,No,No,No,T4,T4,No,3,924,1,Yes,57574,16,Other footwear with outer soles of leather,80,4,12,Shoes,web,0.0
5883,2018-01-02 11:00:03.083000+00:00,154083,154115,2,2,5562.0,VIP New,14,3,47.7531,14,No,No,Yes,T1,T2,Yes,3,1,1,No,181351,812,"Trousers, overalls, shorts",46,14,201,Clothing,web,1.0
270857,2018-02-09 12:27:42.273000+00:00,151079,151112,2,2,193204.0,Not VIP,1,1,5.0083,1,Yes,No,No,T4,,No,4,5082,1,No,177703,440,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",1201,2,14,Clothing,web,1.0
293995,2018-02-14 08:26:50.066000+00:00,40106,40116,2,2,207675.0,Not VIP,4,3,0.0,4,Yes,No,Yes,T2,T2,No,4,1,1,Yes,44124,20,"Trousers, overalls, shorts",1115,1,19,Clothing,,1.0
93156,2018-01-11 11:26:30.393000+00:00,64673,64690,2,2,75983.0,Not VIP,5,3,0.0,5,No,No,No,T4,,No,3,924,1,Yes,72298,326,Other footwear with outer soles of leather,458,1,30,Shoes,web,0.0
164673,2018-01-21 20:20:53.593000+00:00,16025,16032,4,2,125909.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,,No,3,1,1,Yes,61815,384,Footwear with outer soles of rubber or plastics,11,4,253,Shoes,web,1.0
290046,2018-02-13 12:43:19.713000+00:00,26799,26807,2,2,3107.0,VIP,5,3,0.0,5,Yes,No,Yes,T1,T1,Yes,3,1,1,Yes,29091,9,"Trousers, overalls, shorts",236,3,21,Clothing,app,1.0
52863,2018-01-08 13:49:55.853000+00:00,43370,43381,2,2,42018.0,VIP New,5,3,0.0,5,Yes,No,Yes,VIP,VIP,Yes,3,921,1,Yes,47846,85,"Coats: overcoats, raincoat, cape, cloaks and similar articles",44,13,114,Clothing,web,0.0
404612,2018-01-17 01:20:07.046000+00:00,35917,35926,1,3,151399.0,Not VIP,9,3,0.0,9,Yes,No,Yes,T4,T4,No,3,1,1,Yes,39375,9,"Trousers, overalls, shorts",391,1,55,Clothing,,1.0
18293,2018-01-04 11:08:31.003000+00:00,6810,6814,2,2,16479.0,Not VIP,5,3,0.0,5,No,No,Yes,T1,,No,4,1,1,No,7348,92,,36,20,655,Accessories,web,0.0
149666,2018-01-19 04:07:42.053000+00:00,6602,6606,2,2,115692.0,Not VIP,12,4,33.3833,12,Yes,No,Yes,T4,,No,3,1,1,No,6888,314," T-shirts, singlets and other vests",336,4,8,Clothing,app,0.0
398526,2018-01-14 21:42:55.390000+00:00,94395,94418,2,2,115304.0,Not VIP,1,1,5.0083,1,Yes,No,Yes,T3,T3,No,4,1,1,No,107377,92,"Shawls, scarves, mufflers, mantillas, veils and similar articles",85,1,17,Accessories,web,1.0
2216,2018-01-01 15:04:49.586000+00:00,3054,3057,5,3,2124.0,Not VIP,9,3,0.0,9,Yes,No,No,T4,T4,No,4,1,1,Yes,3145,34,Footwear with outer soles of leather or composition leather,11,1,31,Shoes,web,0.0
401302,2018-02-04 11:26:50.790000+00:00,153048,153081,2,2,260805.0,VIP,9,3,54.9921,9,Yes,No,No,T1,T1,Yes,3,1,1,Yes,180109,97,Dresses,270,21,33,Clothing,,1.0
89877,2018-01-11 04:07:35.143000+00:00,46698,46711,2,2,73662.0,Not VIP,12,4,33.3833,12,Yes,No,Yes,T3,T4,Yes,3,924,1,Yes,30926,132,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",384,2,3,Clothing,,1.0
155180,2018-01-20 03:16:18.086000+00:00,17912,17919,2,2,119338.0,Not VIP,19,4,0.0,19,Yes,No,Yes,T4,T4,No,3,1,1,Yes,19136,318,Other footwear,382,29,38,Shoes,web,0.0
193013,2018-01-26 15:17:45.990000+00:00,27344,27352,1,3,87826.0,VIP New,1,1,0.0,1,Yes,No,Yes,T1,T1,Yes,3,664,1,No,29697,1108,"Trousers, overalls, shorts",309,1,42,Clothing,,1.0
18950,2018-01-04 13:16:36.006000+00:00,22260,22268,2,2,5733.0,VIP,3,2,0.0,3,Yes,No,No,T1,T1,Yes,3,1,1,Yes,23957,216,Jackets and blazers,271,1,57,Clothing,web,1.0
393455,2018-02-12 10:37:53.170000+00:00,115664,115692,2,2,264448.0,Not VIP,1,1,5.0083,1,Yes,No,Yes,,,Yes,4,1,1,No,133533,162,Shirts,1216,14,371,Clothing,web,1.0
20268,2018-01-04 16:59:17.903000+00:00,3032,3035,2,2,18173.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,,No,3,1,1,Yes,21708,199,"Shawls, scarves, mufflers, mantillas, veils and similar articles",222,2,6,Accessories,,0.0
130782,2018-01-15 23:30:01.413000+00:00,153834,153866,2,2,102764.0,Not VIP,5,3,0.0,5,No,No,Yes,T3,T3,No,3,1,1,Yes,99432,17,,479,1,102,Accessories,web,1.0
244874,2018-02-04 22:41:07.253000+00:00,152710,152743,2,2,30263.0,VIP,61,3,0.0,61,Yes,No,No,T2,T2,No,6,1,1,No,179690,52,Other footwear with outer soles of leather,15,29,31,Shoes,web,1.0
377242,2018-01-08 14:27:14.536000+00:00,27162,27170,2,2,256341.0,Not VIP,19,4,0.0,19,Yes,No,No,T3,T3,Yes,3,1,1,Yes,29494,84,Footwear with outer soles of rubber or plastics,883,1,28,Shoes,web,1.0
185288,2018-01-25 08:56:30.523000+00:00,41301,41311,2,2,139435.0,VIP,40,4,5.8485,40,Yes,No,No,T2,T2,Yes,3,1,1,Yes,58161,1401,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",12,3,49,Boys Clothing,web,0.0
129401,2018-01-15 18:17:30.563000+00:00,153392,153425,1,3,101766.0,Not VIP,11,3,0.0,11,No,No,Yes,T4,,Yes,3,1,1,Yes,180536,455,"Trousers, overalls, shorts",372,10,27,Clothing,web,1.0
15747,2018-01-03 23:12:00.870000+00:00,16500,16507,4,2,14272.0,VIP New,1,1,5.008,1,Yes,No,Yes,VIP,VIP,Yes,6,1,1,Yes,17582,340," T-shirts, singlets and other vests",33,12,3,Clothing,app,0.0
163950,2018-01-21 17:51:21.273000+00:00,91220,91242,2,2,100253.0,Not VIP,5,3,0.0,5,Yes,No,No,T3,T4,Yes,3,1,1,Yes,93429,119,N/D,334,1,38,Shoes,web,0.0
