orderportalid,orderdate_gmt,designer,style,shipper,shiptypeid,userid,isvip,country,region,ddprate,countrycode,hasusedwishlist,isreseller,hasitemsonbag,tierafterorder,tierbeforeorder,isusingmultipledevices,userfraudstatus,promocode,freereturn,issale,productid,brand,ddpsubcategory,storeid,countryoforigin,size,category_1stlevel,platform,returned
15930,2018-01-03 23:58:50.193000+00:00,16655,16662,2,2,14441.0,Not VIP,12,4,0.0,12,Yes,No,Yes,T4,T4,Yes,3,1,1,Yes,17759,279,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",203,2,49,Boys Clothing,web,0.0
185565,2018-01-25 10:01:33.740000+00:00,56040,56053,2,2,139625.0,Not VIP,4,3,5.8485,4,Yes,No,No,T3,T4,No,3,1,1,No,62291,99,N/D,46,40,379,Shoes,,1.0
270809,2018-02-09 12:17:32.713000+00:00,122115,122144,1,3,56584.0,VIP@Feb14,9,3,0.0,9,Yes,No,No,T2,T2,Yes,3,1,1,No,141697,94,N/D,335,1,8,Clothing,web,0.0
32325,2018-01-06 13:21:09.796000+00:00,28887,28895,2,2,28533.0,Not VIP,4,3,0.0,4,No,No,No,T4,,Yes,3,1,1,No,31415,859," T-shirts, singlets and other vests",15,10,3,Clothing,app,0.0
239700,2018-02-03 23:29:26.440000+00:00,135573,135604,2,2,174053.0,VIP,9,3,0.0,9,Yes,No,Yes,T1,T1,No,6,1,1,No,172372,81,,286,1,43,Clothing,web,1.0
219830,2018-01-31 10:57:22.723000+00:00,107822,107846,5,3,15841.0,VIP New,61,3,0.0,61,Yes,Yes,Yes,VIP,VIP,Yes,6,1,1,No,123924,87,"Gloves, mittens and mitts",22,1,6,Accessories,web,0.0
50128,2018-01-08 11:45:54.786000+00:00,84953,84974,1,1,4365.0,VIP,1,1,0.0,1,Yes,No,No,VIP,VIP,Yes,6,921,1,Yes,96061,946,Other footwear with outer soles of leather,774,1,334,Shoes,web,1.0
387139,2018-01-02 06:16:44.183000+00:00,4392,4396,2,2,54078.0,Not VIP,1,1,12.6688,1,Yes,No,Yes,T4,T4,Yes,3,1,1,No,23481,92,"Handbags, whether or not with shoulder strap, including those without handle",15,1,17,Accessories,app,1.0
247669,2018-02-05 12:56:24.186000+00:00,13877,13884,2,2,61838.0,Not VIP,7,1,0.0,7,Yes,No,Yes,T2,T2,Yes,7,1,0,No,133826,33," T-shirts, singlets and other vests",15,4,3,Clothing,app,0.0
395870,2018-01-19 15:17:50.700000+00:00,2707,2710,1,3,265614.0,Not VIP,9,3,0.0,9,Yes,No,No,,,No,3,1,1,No,2787,5,Other footwear,274,1,38,Shoes,web,1.0
17375,2018-01-04 07:39:35.603000+00:00,17909,17916,2,2,15691.0,Not VIP,4,3,0.0,4,Yes,No,Yes,T3,T4,No,3,1,1,No,19132,87,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar",231,2,6,Bags,app,0.0
83029,2018-01-10 14:48:10.530000+00:00,9505,9511,2,2,63359.0,VIP,1,1,5.0083,1,Yes,No,Yes,T3,T4,No,4,924,1,Yes,10024,87,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",170,1,8,Clothing,web,1.0
126261,2018-01-15 04:06:39.180000+00:00,78335,78353,2,2,99578.0,Not VIP,1,1,11.4848,1,No,No,No,T4,,No,3,1,1,Yes,88146,141,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar",150,1,6,Bags,web,0.0
39416,2018-01-07 16:56:44.606000+00:00,12554,12561,2,2,34543.0,Not VIP,12,4,28.7029,12,Yes,No,Yes,T2,T3,No,3,1,1,Yes,13279,170,"Handbags, whether or not with shoulder strap, including those without handle",11,1,17,Bags,,0.0
15957,2018-01-04 00:07:25.150000+00:00,16686,16693,2,2,14468.0,VIP New,1,1,34.336,1,No,No,Yes,T3,,No,4,1,1,Yes,17796,520,N/D,77,1,14,Clothing,web,0.0
313819,2018-02-18 12:54:34.463000+00:00,116061,116090,1,3,219613.0,Not VIP,1,1,0.0,1,No,No,Yes,T4,T4,No,3,1,1,No,138017,33,,1216,4,14,Clothing,web,0.0
42782,2018-01-08 06:46:32.543000+00:00,18001,18008,2,2,825.0,Not VIP,12,4,0.0,12,Yes,Yes,Yes,VIP,VIP,Yes,6,1,1,No,34183,9,"Pantyhose, tights",402,1,306,Clothing,app,0.0
141708,2018-01-17 19:17:21.813000+00:00,34562,34571,6,2,58467.0,VIP New,19,4,0.0,19,Yes,No,Yes,VIP,VIP,Yes,6,1,1,Yes,37871,554,Swimwear,531,8,270,Clothing,,0.0
201564,2018-01-28 06:00:13.360000+00:00,49172,49184,2,2,36480.0,VIP,1,1,5.0083,1,Yes,No,Yes,T1,T1,No,4,1,1,No,77088,81," T-shirts, singlets and other vests",44,1,2,Clothing,app,0.0
70093,2018-01-09 15:06:21.883000+00:00,12961,12968,2,2,58590.0,Not VIP,4,3,0.0,4,Yes,No,Yes,T3,T4,No,3,1,1,No,2573,33," T-shirts, singlets and other vests",465,4,27,Clothing,app,0.0
122928,2018-01-14 11:30:30.286000+00:00,150113,150146,2,2,97094.0,VIP,4,3,53.2434,4,Yes,No,Yes,T1,T1,No,3,1,1,No,176540,12," T-shirts, singlets and other vests",144,1,9,Clothing,web,1.0
42689,2018-01-08 06:35:22.663000+00:00,37577,37586,2,2,37264.0,VIP,25,3,0.0,25,Yes,No,No,T1,T1,No,4,921,1,Yes,41234,87," T-shirts, singlets and other vests",211,1,27,Clothing,app,1.0
375413,2018-01-11 21:14:45.383000+00:00,18918,18924,2,2,43512.0,Not VIP,19,4,0.0,19,Yes,No,Yes,T3,T3,Yes,4,924,1,Yes,20249,318,Other footwear,472,29,31,Shoes,,1.0
4398,2018-01-02 02:31:56.083000+00:00,5630,5634,4,2,4207.0,VIP New,1,1,0.0,1,Yes,No,Yes,VIP,VIP,Yes,6,1,1,No,5859,11,Footwear with outer soles of rubber or plastics,22,4,156,Shoes,web,0.0
45915,2018-01-08 08:49:36.733000+00:00,4670,4674,2,2,39804.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T4,T4,No,4,921,1,Yes,4851,554,"Trousers, overalls, shorts",577,8,270,Clothing,web,1.0
12108,2018-01-03 11:50:40.626000+00:00,113200,113226,2,2,11055.0,VIP New,1,1,5.0083,1,Yes,No,Yes,VIP,T1,No,6,1,1,Yes,130527,242,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",115,1,114,Clothing,web,1.0
34657,2018-01-06 20:16:50.310000+00:00,921,923,2,2,30541.0,Not VIP,4,3,0.0,4,No,No,No,T2,T2,Yes,4,1,1,Yes,939,14,"Trousers, overalls, shorts",308,1,29,Clothing,app,0.0
9323,2018-01-02 22:37:09.953000+00:00,4374,4378,3,2,8612.0,Not VIP,1,1,0.0,1,No,No,No,,,No,4,1,1,Yes,11198,6,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",11,1,17,Accessories,web,0.0
236184,2018-02-03 08:08:19.066000+00:00,6581,6585,2,2,53960.0,Not VIP,1,1,0.0,1,Yes,Yes,Yes,VIP,T1,No,4,1,1,Yes,6865,81," T-shirts, singlets and other vests",188,1,2,Clothing,web,0.0
792,2018-01-01 06:32:32.593000+00:00,1215,1217,4,4,761.0,Not VIP,7,1,0.0,7,Yes,No,Yes,VIP,VIP,Yes,7,1,0,Yes,1237,369,Other footwear with outer soles of leather,386,8,128,Shoes,app,0.0
299487,2018-02-15 11:43:39.133000+00:00,75948,75966,5,2,210911.0,Not VIP,5,3,0.0,5,Yes,Yes,Yes,T1,T1,Yes,3,1,1,Yes,85356,436,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",1264,4,48,Girls Clothing,,1.0
377550,2018-01-05 14:22:04.846000+00:00,70087,70104,1,3,77494.0,Not VIP,11,3,0.0,11,Yes,No,Yes,T3,T3,Yes,4,1,1,Yes,73279,467,"Coats: overcoats, raincoat, cape, cloaks and similar articles",85,1,35,Clothing,web,1.0
387799,2018-02-18 16:23:52.056000+00:00,86010,86032,2,2,60526.0,VIP,4,3,0.0,4,Yes,No,No,T2,T2,Yes,4,1,1,No,97345,125,Other footwear with outer soles of leather,388,1,12,Shoes,web,1.0
296738,2018-02-14 19:38:19.290000+00:00,128821,128851,2,2,49874.0,VIP New,19,4,0.0,19,Yes,No,Yes,VIP,VIP,No,6,1,1,No,150077,28,Jackets and blazers,9,1,96,Clothing,web,0.0
162694,2018-01-21 13:33:18.916000+00:00,89668,89690,2,2,124507.0,Not VIP,30,3,11.9486,30,No,No,No,T4,,No,3,1,1,No,101714,101," T-shirts, singlets and other vests",249,26,2,Clothing,web,1.0
270345,2018-02-09 10:33:21.440000+00:00,22858,22866,2,2,2935.0,VIP,5,3,0.0,5,Yes,No,No,T2,T2,No,3,1,1,Yes,24622,36,Other footwear with outer soles of leather,192,1,235,Shoes,web,0.0
401477,2018-01-20 16:32:31.040000+00:00,22494,22502,1,6,174189.0,Not VIP,1,1,0.0,1,Yes,No,No,T2,T3,No,4,1,1,No,24220,162,Shirts,173,14,104,Clothing,app,1.0
70605,2018-01-09 15:41:44.826000+00:00,54147,54159,1,6,58989.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T4,T4,No,3,924,1,Yes,60117,222,Jackets and blazers,1,3,14,Clothing,web,0.0
67070,2018-01-09 11:09:42.353000+00:00,3437,3440,2,2,55710.0,Not VIP,16,4,12.54,16,No,No,Yes,T4,T4,No,3,924,1,No,3542,4,,52,2,1,Accessories,web,0.0
45981,2018-01-08 08:52:12.806000+00:00,7927,7932,2,2,39855.0,Not VIP,3,2,0.0,3,No,No,Yes,T4,,No,3,921,1,Yes,8309,25," T-shirts, singlets and other vests",22,12,35,Clothing,web,0.0
377453,2018-02-18 20:54:48.030000+00:00,149460,149493,1,3,203378.0,VIP,24,3,0.0,24,Yes,No,Yes,T2,T2,Yes,3,1,1,Yes,175763,503,"Coats: overcoats, raincoat, cape, cloaks and similar articles",72,27,33,Clothing,,1.0
242949,2018-02-04 15:45:04.623000+00:00,1395,1397,2,2,21515.0,VIP,3,2,24.7308,3,Yes,No,Yes,VIP,VIP,Yes,3,1,1,No,1425,296,,36,20,6,Accessories,web,1.0
43040,2018-01-08 07:10:06.790000+00:00,26150,26158,2,2,37500.0,Not VIP,15,4,7.0,15,Yes,No,No,T2,T3,Yes,3,921,1,Yes,28345,322,Footwear with outer soles of leather or composition leather,342,1,28,Shoes,web,0.0
107782,2018-01-12 14:55:59.966000+00:00,22300,22308,2,2,86284.0,Not VIP,14,3,0.0,14,No,No,No,T4,,No,3,921,1,Yes,23999,1202,Footwear with outer soles of rubber or plastics,939,1,23,Shoes,,0.0
55974,2018-01-08 16:23:25.723000+00:00,45616,45629,1,1,47785.0,Not VIP,1,1,0.0,1,Yes,No,No,T3,T4,Yes,3,921,1,Yes,50385,177,Shirts,61,2,3,Clothing,web,0.0
111370,2018-01-12 20:10:21.696000+00:00,29520,29528,3,2,88852.0,Not VIP,1,1,5.0083,1,No,No,No,,,No,1,1,1,No,32137,37,Other footwear,36,29,217,Shoes,web,0.0
307149,2018-02-16 23:09:49.413000+00:00,51178,51190,2,2,215522.0,VIP,39,4,7.6715,39,Yes,No,No,T2,T3,Yes,3,1,1,No,56707,53,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",54,1,18,Clothing,web,0.0
378647,2018-02-09 14:11:22.180000+00:00,149756,149789,2,2,159110.0,VIP New,19,4,0.0,19,Yes,No,Yes,VIP,VIP,Yes,6,1,1,No,176116,22,Articles of apparel and clothing accessories,186,1,114,Clothing,web,1.0
136304,2018-01-16 21:58:51.323000+00:00,5418,5422,3,3,106555.0,Not VIP,5,3,0.0,5,No,No,No,,,No,3,1,1,Yes,5641,105,Footwear with outer soles of rubber or plastics,85,1,28,Shoes,web,0.0
380491,2018-01-09 11:19:48.700000+00:00,7437,7442,2,2,100057.0,Not VIP,19,4,0.0,19,Yes,No,No,,,No,3,924,1,Yes,15215,67," T-shirts, singlets and other vests",34,1,2,Clothing,web,1.0
53255,2018-01-08 14:08:08.963000+00:00,32235,32244,2,2,45697.0,Not VIP,4,3,0.0,4,Yes,No,No,T4,T4,Yes,3,921,1,Yes,35200,13,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",12,2,65,Girls Clothing,app,1.0
297519,2018-02-14 23:36:12.190000+00:00,129862,129892,2,2,209790.0,Not VIP,4,3,0.0,4,Yes,No,Yes,T2,T3,Yes,3,1,1,No,151328,310,Other footwear,33,3,23,Shoes,web,1.0
375716,2018-01-11 04:39:41.393000+00:00,148982,149015,2,2,254352.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,T4,No,3,1,1,No,175181,108,Sunglasses,818,1,17,Accessories,web,1.0
401118,2018-01-22 02:37:07.186000+00:00,6426,6430,4,2,138753.0,Not VIP,1,1,5.0083,1,No,No,No,,,No,3,1,1,Yes,5406,14,Other footwear with outer soles of leather,35,1,60,Shoes,web,1.0
154546,2018-01-19 23:33:35.103000+00:00,20568,20575,3,4,118946.0,Not VIP,7,1,0.0,7,Yes,No,Yes,,,No,1,1,0,No,22072,92,"Handbags, whether or not with shoulder strap, including those without handle",579,1,17,Bags,web,0.0
235360,2018-02-03 02:40:15.543000+00:00,111101,111126,2,2,159085.0,Not VIP,15,4,0.0,15,Yes,No,No,T2,T2,No,4,1,1,No,127939,187,"T-shirts, singlets and other vests",311,6,85,Boys Clothing,app,0.0
391878,2018-01-11 12:32:47.163000+00:00,1504,1506,2,2,34729.0,VIP New,4,3,0.0,4,Yes,No,No,T1,T1,Yes,3,924,1,Yes,1543,69,,36,20,42,Clothing,,1.0
21490,2018-01-04 20:55:10.543000+00:00,5755,5759,3,2,19254.0,Not VIP,1,1,5.0083,1,No,No,No,,,No,1,1,1,Yes,5992,75,Footwear with outer soles of rubber or plastics,145,1,121,Shoes,web,0.0
403131,2018-02-07 17:34:54.973000+00:00,75292,75310,1,3,67275.0,Not VIP,14,3,0.0,14,Yes,No,Yes,T4,T4,No,3,4185,1,No,135893,443,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",22,4,33,Clothing,app,1.0
98915,2018-01-11 20:53:27.646000+00:00,22896,22904,2,2,7218.0,Not VIP,58,3,0.0,58,Yes,Yes,Yes,VIP,VIP,Yes,4,921,1,Yes,39955,2,"Handbags, whether or not with shoulder strap, including those without handle",15,2,6,Bags,,0.0
82680,2018-01-10 14:19:05.563000+00:00,45542,45555,4,2,68203.0,Not VIP,19,4,0.0,19,Yes,No,Yes,T4,T4,No,4,924,1,Yes,50302,248,"Trousers, overalls, shorts",276,4,63,Clothing,web,0.0
294591,2018-02-14 10:44:09.003000+00:00,36960,36969,2,2,193903.0,Not VIP,158,5,0.0,157,No,No,Yes,T2,T2,No,4,1,1,No,5795,101,,286,20,27,Clothing,app,0.0
178560,2018-01-24 06:09:45.806000+00:00,65290,65307,2,2,135106.0,VIP New,1,1,0.0,1,Yes,No,Yes,VIP,VIP,Yes,3,1,1,No,73017,314,Articles of a kind normally carried in the pocket or in the handbag,336,2,17,Homeware,,1.0
71160,2018-01-09 16:22:28.546000+00:00,54427,54439,1,3,59401.0,VIP,55,3,0.0,55,Yes,No,Yes,T2,T3,No,3,924,1,Yes,60458,189,"Blouses, shirts and shirt-blouses",8,5,222,Clothing,web,0.0
145973,2018-01-18 13:26:03.950000+00:00,58467,58480,2,2,73373.0,VIP New,19,4,0.0,19,Yes,No,Yes,T1,T1,Yes,3,1,1,No,65094,125,Footwear with outer soles of rubber or plastics,38,1,72,Shoes,app,1.0
398656,2018-02-01 17:22:59.183000+00:00,86499,86521,2,2,183649.0,Not VIP,1,1,15.4853,1,Yes,No,Yes,T3,T3,Yes,4,1,1,No,97922,37,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",36,4,8,Clothing,web,1.0
