orderportalid,orderdate_gmt,designer,style,shipper,shiptypeid,userid,isvip,country,region,ddprate,countrycode,hasusedwishlist,isreseller,hasitemsonbag,tierafterorder,tierbeforeorder,isusingmultipledevices,userfraudstatus,promocode,freereturn,issale,productid,brand,ddpsubcategory,storeid,countryoforigin,size,category_1stlevel,platform,returned
220605,2018-01-31 13:43:06.600000+00:00,23530,23538,2,2,73383.0,Not VIP,12,4,39.2339,12,No,No,Yes,T2,T2,No,3,1,1,Yes,25365,64,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",1077,2,85,Girls Clothing,,0.0
102493,2018-01-12 06:25:18.600000+00:00,68405,68422,2,2,82752.0,Not VIP,16,4,12.0945,16,No,No,No,T4,T4,No,3,1,1,Yes,76600,757,Sunglasses,687,1,1,Accessories,app,0.0
313502,2018-02-18 11:15:53.980000+00:00,130074,130104,2,2,887.0,VIP New,16,4,15.4853,16,Yes,No,Yes,VIP,VIP,No,6,1,1,No,155391,73,"Trousers, overalls, shorts",607,1,9,Clothing,web,0.0
154087,2018-01-19 21:30:43.883000+00:00,4092,4096,2,2,118626.0,Not VIP,19,4,0.0,19,Yes,No,No,T3,T3,No,3,1,1,Yes,4232,99,Footwear with outer soles of rubber or plastics,22,26,261,Shoes,app,0.0
387883,2018-01-08 22:51:58.993000+00:00,152186,152219,1,3,261707.0,Not VIP,9,3,0.0,9,No,No,No,T4,T4,Yes,3,921,1,Yes,94765,1635,,88,20,63,Clothing,web,1.0
147422,2018-01-18 18:19:20.170000+00:00,96959,96982,2,2,49926.0,VIP,46,4,5.008,46,Yes,No,Yes,T1,T2,Yes,3,1,1,Yes,110501,7,Other footwear,30,1,316,Shoes,web,1.0
205256,2018-01-28 21:09:42.650000+00:00,88499,88521,1,3,11182.0,VIP,50,3,0.0,50,Yes,No,No,T1,T1,Yes,3,1,1,No,100328,479,"Trousers, overalls, shorts",325,1,56,Clothing,web,0.0
312700,2018-02-18 06:16:05.716000+00:00,130935,130965,2,2,218930.0,Not VIP,17,4,0.0,17,No,No,No,,,No,3,1,1,No,154133,60,Shirts,62,4,255,Clothing,web,0.0
128349,2018-01-15 14:39:51.970000+00:00,79136,79155,4,2,101007.0,Not VIP,5,3,0.0,5,No,No,No,T4,,No,3,1,1,No,89110,87," T-shirts, singlets and other vests",33,2,3,Clothing,web,0.0
383241,2018-01-23 20:33:33.446000+00:00,62514,62530,2,2,259354.0,Not VIP,1,1,5.0083,1,Yes,No,No,,,No,4,1,1,No,69814,14,,26,1,17,Accessories,web,1.0
385907,2018-02-04 14:39:50.796000+00:00,111145,111170,2,2,15640.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T2,T2,No,3,1,1,No,127998,105,"Trousers, overalls, shorts",22,1,16,Clothing,app,1.0
116527,2018-01-13 07:24:08.660000+00:00,65294,65311,2,2,92438.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T2,T2,No,3,924,1,Yes,73022,1794,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",1033,10,6,Accessories,web,0.0
90060,2018-01-11 04:36:03.843000+00:00,9663,9669,4,4,60854.0,Not VIP,7,1,0.0,7,Yes,No,Yes,T2,T2,Yes,8,924,0,Yes,10193,14,Other footwear with outer soles of leather,800,1,38,Shoes,,0.0
54001,2018-01-08 14:42:01.093000+00:00,3460,3463,2,2,46252.0,Not VIP,5,3,0.0,5,No,No,No,T2,T3,No,3,921,1,Yes,3567,158,,44,2,179,Clothing,app,0.0
78441,2018-01-10 07:22:09.123000+00:00,23396,23404,1,3,64976.0,VIP New,14,3,0.0,14,Yes,No,Yes,T2,T2,Yes,4,924,1,Yes,25213,46,"Coats: overcoats, raincoat, cape, cloaks and similar articles",563,21,13,Clothing,web,1.0
383899,2018-01-05 08:49:25.243000+00:00,25107,25115,2,2,259681.0,Not VIP,12,4,28.7029,12,Yes,No,Yes,,,No,3,1,1,Yes,27176,81,,57,20,158,Shoes,app,1.0
291339,2018-02-13 17:52:39.820000+00:00,14218,14225,2,2,205997.0,Not VIP,64,4,5.0083,64,No,No,No,T4,,No,3,1,1,No,15107,158,"Trousers, overalls, shorts",33,2,350,Clothing,web,1.0
373926,2018-02-02 21:01:10.763000+00:00,108905,108929,4,4,158824.0,Not VIP,7,1,0.0,7,Yes,No,Yes,T4,T4,Yes,1,1,0,No,125233,145,N/D,998,8,87,Clothing,web,1.0
314805,2018-02-18 16:58:33.503000+00:00,99586,99609,1,3,220217.0,Not VIP,4,3,0.0,4,No,No,No,T4,,No,4,5082,1,No,113756,200," T-shirts, singlets and other vests",1214,4,18,Clothing,web,1.0
416,2018-01-01 03:18:51.710000+00:00,615,617,4,4,403.0,Not VIP,7,1,0.0,7,Yes,No,Yes,T1,T2,No,7,1,0,Yes,620,240,N/D,262,8,145,Clothing,,0.0
153690,2018-01-19 20:03:05.503000+00:00,87804,87826,2,2,61203.0,Not VIP,130,1,0.0,130,Yes,Yes,Yes,T1,T1,Yes,4,1,1,No,99473,13,"Trousers, overalls, shorts",1054,2,48,Girls Clothing,web,0.0
114268,2018-01-13 02:09:15.040000+00:00,6151,6155,3,2,90949.0,Not VIP,1,1,0.0,1,No,No,No,,,No,1,1,1,No,6414,200,,341,72,1,Bags,web,0.0
57975,2018-01-08 18:38:02.886000+00:00,46938,46951,3,4,49383.0,Not VIP,7,1,0.0,7,No,No,No,T4,,No,3,1,0,No,51909,145," T-shirts, singlets and other vests",998,8,845,Clothing,web,0.0
255774,2018-02-06 20:00:19.813000+00:00,54902,54914,2,2,72774.0,Not VIP,1,1,12.0768,1,No,No,Yes,T3,T4,No,4,1,1,No,60989,14,Other footwear with outer soles of leather,1115,1,53,Shoes,web,0.0
265950,2018-02-08 15:33:49.893000+00:00,15,15,2,2,124973.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T4,T4,Yes,4,1,1,Yes,92440,15,Footwear with outer soles of leather or composition leather,1071,1,12,Shoes,web,0.0
379356,2018-02-01 09:32:20.453000+00:00,92591,92613,2,2,257416.0,Not VIP,14,3,0.0,14,Yes,No,No,,,Yes,2,1,1,No,105170,808,Sunglasses,357,1,441,Accessories,web,1.0
191619,2018-01-26 09:55:17.143000+00:00,27482,27490,2,2,143521.0,Not VIP,15,4,0.0,15,No,No,No,T4,,No,3,3263,1,No,29850,200,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar",227,26,1,Bags,web,0.0
377197,2018-02-05 11:18:42.220000+00:00,149393,149426,2,2,256318.0,Not VIP,5,3,0.0,5,No,No,No,T4,T4,No,3,1,1,No,175677,1317,Sunglasses,861,1,1,Accessories,web,1.0
197808,2018-01-27 12:33:51.803000+00:00,101458,101480,2,2,147483.0,Not VIP,19,4,0.0,19,Yes,No,No,T2,T2,Yes,3,1,1,Yes,116044,674,Jackets and blazers,594,35,305,Clothing,web,0.0
395352,2018-02-03 18:17:08+00:00,105080,105102,2,2,113498.0,Not VIP,15,4,12.9314,15,Yes,No,Yes,T4,T4,No,4,1,1,No,132385,1181,"Handbags, whether or not with shoulder strap, including those without handle",15,1,17,Bags,app,1.0
26711,2018-01-05 16:17:54.556000+00:00,5708,5712,2,2,23729.0,Not VIP,1,1,12.833,1,Yes,No,No,T4,,No,4,1,1,Yes,8494,27,Articles of a kind normally carried in the pocket or in the handbag,34,12,17,Accessories,web,0.0
64645,2018-01-09 07:17:07.053000+00:00,50970,50982,2,2,53219.0,VIP New,16,4,15.4853,16,Yes,No,Yes,T1,T2,Yes,3,924,1,Yes,56467,409,Skirts,595,1,57,Clothing,,0.0
189191,2018-01-25 21:40:11.633000+00:00,97712,97735,2,9,142023.0,Not VIP,11,3,0.0,11,Yes,No,Yes,T4,,Yes,3,1,1,Yes,111445,144," T-shirts, singlets and other vests",138,1,3,Clothing,web,0.0
76101,2018-01-10 01:38:59.980000+00:00,22470,22478,2,2,63250.0,VIP New,4,3,19.4557,4,Yes,No,Yes,VIP,VIP,Yes,6,924,1,Yes,24193,152,"Trousers, overalls, shorts",183,1,120,Clothing,web,1.0
181506,2018-01-24 16:43:37.413000+00:00,15889,15896,2,2,136954.0,Not VIP,7,1,0.0,7,Yes,No,No,T4,,No,3,1,0,No,109557,33,"Other e.g. braces, suspenders, garters and similar articles",15,1,6,Accessories,web,0.0
163008,2018-01-21 14:38:20.746000+00:00,62658,62674,2,2,17694.0,VIP New,19,4,0.0,19,Yes,No,Yes,VIP,VIP,Yes,6,2520,1,No,69972,176,,7,123,52,Clothing,,0.0
381954,2018-02-06 09:08:28.863000+00:00,28166,28174,2,2,258731.0,Not VIP,3,2,0.0,3,No,No,Yes,,,No,3,1,1,No,89023,2," T-shirts, singlets and other vests",314,4,14,Clothing,,1.0
376639,2018-01-29 14:53:38.080000+00:00,68134,68151,2,2,256041.0,Not VIP,1,1,5.0083,1,No,No,No,,,No,4,1,1,Yes,108489,52,Other footwear with outer soles of leather,349,1,72,Shoes,web,1.0
195205,2018-01-26 23:29:28.850000+00:00,68186,68203,2,2,95618.0,VIP New,20,3,0.0,20,Yes,No,Yes,VIP,VIP,No,4,1,1,No,115073,67,,341,20,3,Clothing,app,0.0
292011,2018-02-13 20:34:17.616000+00:00,24755,24763,2,2,206420.0,Not VIP,5,3,0.0,5,Yes,No,No,T4,,No,3,5082,1,No,26751,11,Articles of a kind normally carried in the pocket or in the handbag,183,2,1,Homeware,web,1.0
106188,2018-01-12 12:48:27.110000+00:00,2264,2267,2,2,1915.0,Not VIP,1,1,0.0,1,Yes,Yes,Yes,VIP,VIP,Yes,6,1,1,No,78311,902,"Handbags, whether or not with shoulder strap, including those without handle",1095,24,17,Bags,,0.0
47500,2018-01-08 09:46:49.463000+00:00,39687,39697,1,3,41107.0,Not VIP,4,3,0.0,4,Yes,No,Yes,T4,T4,Yes,3,921,1,Yes,43638,1814,"Trousers, overalls, shorts",78,65,33,Clothing,web,0.0
2638,2018-01-01 16:56:00.076000+00:00,3583,3587,2,2,2526.0,Not VIP,9,3,0.0,9,Yes,No,Yes,T4,,Yes,3,1,1,No,3701,82,,216,20,57,Clothing,web,0.0
47260,2018-01-08 09:36:53.266000+00:00,39527,39537,4,2,40915.0,VIP New,46,4,5.008,46,Yes,No,Yes,VIP,VIP,Yes,6,921,1,Yes,43458,419,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",163,2,10,Teen Boy Clothing,,0.0
384048,2018-01-23 13:42:09.340000+00:00,22837,22845,2,2,259751.0,Not VIP,24,3,28.26,24,Yes,No,No,T4,T4,Yes,3,1,1,No,87427,70,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",1070,10,2,Clothing,web,1.0
388718,2018-01-02 13:49:46.226000+00:00,104704,104726,1,3,262129.0,Not VIP,4,3,0.0,4,Yes,No,Yes,,,No,3,1,1,Yes,120023,211,"Handbags, whether or not with shoulder strap, including those without handle",116,11,1,Bags,web,1.0
403071,2018-02-13 14:26:29.720000+00:00,4678,4682,2,2,199532.0,Not VIP,18,4,0.0,18,Yes,No,Yes,T4,T4,Yes,4,1,1,Yes,4859,99,Footwear with outer soles of rubber or plastics,1242,26,198,Shoes,web,1.0
391636,2018-01-08 17:43:03.166000+00:00,517,519,1,3,231431.0,Not VIP,9,3,0.0,9,Yes,No,No,T3,T3,No,3,921,1,Yes,522,218,Items of leather clothing & accessories,7,1,181,Clothing,web,1.0
389403,2018-01-14 18:23:00.050000+00:00,5065,5069,1,3,262466.0,Not VIP,9,3,0.0,9,No,No,No,,,No,3,1,1,Yes,5861,203,Footwear with outer soles of rubber or plastics,539,26,210,Shoes,web,1.0
300046,2018-02-15 14:04:55.816000+00:00,107519,107542,2,2,211257.0,Not VIP,1,1,0.0,1,Yes,No,No,T2,,Yes,3,1,1,No,123545,80,,86,20,109,Activewear,web,1.0
73587,2018-01-09 20:09:09.960000+00:00,13633,13640,2,2,60107.0,Not VIP,19,4,0.0,19,No,Yes,Yes,VIP,VIP,No,6,924,1,Yes,51654,139,"T-shirts, singlets and other vests",56,4,65,Boys Clothing,,0.0
41416,2018-01-08 00:29:48.583000+00:00,2448,2451,2,2,36280.0,Not VIP,3,2,0.0,3,Yes,No,No,T3,T3,No,3,1,1,No,2520,92,Swimwear,15,1,29,Clothing,web,0.0
257339,2018-02-07 02:55:44.100000+00:00,84598,84619,2,2,165771.0,Not VIP,16,4,15.4853,16,Yes,Yes,No,T1,T2,Yes,3,1,1,No,95647,28,N/D,78,20,71,Clothing,web,0.0
384891,2018-02-01 20:34:27.003000+00:00,137505,137535,2,2,260161.0,Not VIP,4,3,39.3721,4,Yes,No,Yes,,,Yes,4,1,1,Yes,160742,106,Dresses,666,2,19,Clothing,web,1.0
403055,2018-01-07 18:19:41.730000+00:00,95603,95626,2,2,268976.0,Not VIP,30,3,10.9244,30,Yes,No,No,T4,T4,Yes,2,1,1,Yes,108836,67,"Trousers, overalls, shorts",328,1,201,Clothing,web,1.0
6827,2018-01-02 14:01:23.760000+00:00,8229,8234,2,2,6334.0,VIP,10,3,0.0,10,Yes,No,No,T3,T3,No,3,1,1,No,8635,87," T-shirts, singlets and other vests",197,1,8,Clothing,,0.0
392092,2018-01-26 01:40:02.603000+00:00,2291,2294,1,3,263795.0,Not VIP,55,3,0.0,55,Yes,No,Yes,T4,T4,Yes,4,1,1,Yes,51656,60,Shirts,1218,4,54,Clothing,web,1.0
397765,2018-01-30 18:44:05.406000+00:00,115810,115839,1,3,266532.0,Not VIP,27,3,0.0,27,No,No,No,,,No,3,1,1,No,133729,54,Skirts,55,1,42,Clothing,web,1.0
155147,2018-01-20 03:07:17.050000+00:00,88215,88237,2,2,32151.0,Not VIP,16,4,14.5035,16,Yes,No,No,VIP,VIP,No,3,2353,1,No,99983,87,"Shawls, scarves, mufflers, mantillas, veils and similar articles",211,1,6,Accessories,app,0.0
107192,2018-01-12 14:10:23.176000+00:00,70315,70332,2,2,85871.0,Not VIP,46,4,5.008,46,Yes,No,No,T3,T4,Yes,3,1,1,Yes,78799,482,Suits,308,1,63,Clothing,app,0.0
387301,2018-01-31 16:30:28.686000+00:00,2885,2888,2,2,1915.0,Not VIP,1,1,0.0,1,Yes,Yes,Yes,VIP,VIP,Yes,6,1,1,No,2972,92,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",85,1,19,Clothing,web,1.0
375815,2018-01-10 23:46:05.066000+00:00,8131,8136,2,2,255616.0,Not VIP,1,1,5.0083,1,Yes,No,No,T3,T3,No,4,1,1,No,175213,27,"Handbags, whether or not with shoulder strap, including those without handle",356,12,17,Bags,web,1.0
189105,2018-01-25 21:20:49.263000+00:00,98850,98873,1,3,141965.0,Not VIP,14,3,0.0,14,No,No,No,T4,,No,3,1,1,No,112831,33,"Handbags, whether or not with shoulder strap, including those without handle",147,1,17,Bags,web,0.0
372398,2018-01-12 23:59:45.733000+00:00,136102,136133,1,3,253848.0,Not VIP,4,3,0.0,4,No,No,No,T4,T4,No,3,1,1,No,81242,171,N/D,238,2,13,Clothing,web,1.0
308095,2018-02-17 06:10:52.863000+00:00,131746,131776,2,2,6077.0,Not VIP,18,4,0.0,18,Yes,No,No,T2,T2,Yes,3,1,1,No,153692,212,Other footwear,286,3,152,Shoes,web,0.0
395262,2018-01-03 14:12:43.223000+00:00,4084,4088,2,2,265328.0,Not VIP,9,3,0.0,9,No,No,No,T4,T4,Yes,3,1,1,No,41958,87,Articles of a kind normally carried in the pocket or in the handbag,252,2,6,Homeware,web,1.0
397862,2018-01-24 13:35:21.213000+00:00,2451,2454,2,2,116097.0,Not VIP,4,3,0.0,4,Yes,No,No,T4,T4,Yes,3,1,1,No,7985,2,Footwear with outer soles of rubber or plastics,2,1,158,Shoes,web,1.0
117062,2018-01-13 08:08:59.656000+00:00,74585,74603,2,2,68160.0,Not VIP,5,3,0.0,5,Yes,No,No,T3,T3,No,3,924,1,Yes,83736,839,Other footwear,192,1,38,Shoes,,0.0
200384,2018-01-27 22:41:05.440000+00:00,28694,28702,2,2,149239.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T2,T2,No,3,1,1,Yes,31200,94,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",335,1,19,Clothing,web,0.0
10936,2018-01-03 06:56:30.120000+00:00,5533,5537,5,2,10014.0,Not VIP,16,4,34.1055,16,No,No,Yes,T4,,No,3,1,1,Yes,4333,247,Footwear with outer soles of rubber or plastics,15,2,296,Shoes,app,0.0
51642,2018-01-08 12:55:40.053000+00:00,147696,147728,2,2,44429.0,VIP,19,4,0.0,19,Yes,No,Yes,T2,T2,Yes,3,921,1,Yes,173612,113,"Trousers, overalls, shorts",184,4,136,Clothing,,1.0
287394,2018-02-12 21:21:49.703000+00:00,28391,28399,2,2,188238.0,Not VIP,1,1,5.0083,1,No,No,Yes,T4,,Yes,4,1,1,Yes,139078,11,Jackets and blazers,17,4,2,Clothing,web,1.0
136399,2018-01-16 22:18:31.550000+00:00,18050,18057,2,2,92569.0,Not VIP,1,1,0.0,1,Yes,No,No,T4,T4,No,3,1,1,No,90835,543," T-shirts, singlets and other vests",305,9,8,Clothing,web,0.0
33448,2018-01-06 16:28:16.703000+00:00,29605,29613,2,2,29495.0,Not VIP,19,4,0.0,19,Yes,No,Yes,T3,T3,No,3,1,1,Yes,32237,14,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar",236,1,6,Bags,app,0.0
276969,2018-02-10 16:00:43.913000+00:00,123645,123675,2,2,196984.0,VIP New,1,1,5.0083,1,Yes,No,Yes,T4,,Yes,6,1,1,No,143621,20,,88,4,27,Clothing,web,1.0
2158,2018-01-01 14:47:14.866000+00:00,2970,2973,2,2,2068.0,VIP,19,4,0.0,19,Yes,No,No,T2,T2,No,3,1,1,No,3059,22,Footwear with outer soles of rubber or plastics,152,1,26,Shoes,app,0.0
388257,2018-01-23 15:28:57.790000+00:00,20884,20891,6,15,261904.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,T4,Yes,3,1,1,No,22424,446,"Coats: overcoats, raincoat, cape, cloaks and similar articles",15,21,150,Clothing,web,1.0
170302,2018-01-22 19:36:26.086000+00:00,34872,34881,2,2,16839.0,VIP New,61,3,0.0,61,Yes,No,Yes,VIP,VIP,Yes,6,1,1,No,38208,92,,36,20,35,Clothing,,0.0
371964,2018-02-02 16:58:00.660000+00:00,68091,68108,2,2,253637.0,Not VIP,1,1,5.0083,1,Yes,No,No,,,No,3,1,1,No,113122,86,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",912,3,43,Clothing,web,1.0
167371,2018-01-22 09:26:04.350000+00:00,20326,20333,2,2,127693.0,Not VIP,42,4,5.1665,42,No,No,No,T4,,No,3,1,1,Yes,21800,2,Jackets and blazers,238,16,63,Clothing,web,0.0
396539,2018-01-10 01:02:59.300000+00:00,52657,52669,1,3,265951.0,Not VIP,29,3,0.0,29,Yes,No,No,,,No,3,924,1,Yes,64830,1438,Other footwear with outer soles of leather,8,24,4,Shoes,web,1.0
235939,2018-02-03 06:41:15.066000+00:00,81908,81928,2,2,30326.0,Not VIP,4,3,0.0,4,Yes,No,Yes,T3,T3,No,3,1,1,No,92480,50," T-shirts, singlets and other vests",305,4,181,Clothing,,0.0
372845,2018-01-08 20:32:07.500000+00:00,38250,38260,5,3,254076.0,Not VIP,9,3,0.0,9,No,No,No,,,No,3,1,1,Yes,89981,766,"Coats: overcoats, raincoat, cape, cloaks and similar articles",341,2,21,Clothing,web,1.0
152930,2018-01-19 17:23:47.980000+00:00,15212,15219,5,2,117809.0,Not VIP,1,1,5.0083,1,Yes,No,No,T4,,No,4,1,1,Yes,16183,150,"Trousers, overalls, shorts",157,30,295,Clothing,web,0.0
397316,2018-02-03 17:53:48.960000+00:00,70004,70021,2,2,103135.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T4,T4,Yes,3,1,1,Yes,78446,14,"Trousers, overalls, shorts",334,1,55,Clothing,app,1.0
396431,2018-02-12 10:33:10.023000+00:00,107858,107882,1,3,211194.0,Not VIP,4,3,0.0,4,No,No,No,T4,,No,4,5082,1,No,138579,528,"Trousers, overalls, shorts",253,2,231,Clothing,web,1.0
385165,2018-02-16 00:04:46.263000+00:00,78553,78571,2,2,260295.0,Not VIP,2,1,34.3683,2,No,No,No,,,No,3,1,1,No,88390,75,"Of base metal, whether or not plated with precious metal",283,1,17,Jewellery,web,1.0
139758,2018-01-17 13:09:40.973000+00:00,34161,34170,2,2,91505.0,Not VIP,17,4,24.3652,17,No,No,No,T1,T1,No,3,1,1,Yes,71082,27,Jackets and blazers,33,4,19,Clothing,app,0.0
108718,2018-01-12 16:09:19.973000+00:00,155465,155498,2,2,4848.0,VIP New,12,4,26.3626,12,Yes,No,No,VIP,VIP,No,6,921,1,Yes,183050,142,"Coats: overcoats, raincoat, cape, cloaks and similar articles",81,1,18,Clothing,app,1.0
99840,2018-01-11 22:39:05.410000+00:00,150302,150335,2,2,80862.0,Not VIP,3,2,0.0,3,Yes,No,No,T2,T2,Yes,3,924,1,Yes,176779,53,Dresses,791,1,9,Clothing,web,1.0
87589,2018-01-10 21:51:36.933000+00:00,62180,62195,2,2,71972.0,Not VIP,51,4,0.0,51,Yes,No,No,T2,T4,No,3,1,1,Yes,69415,204,"Pantyhose, tights",34,1,1,Clothing,,0.0
110457,2018-01-12 18:37:47.853000+00:00,71721,71739,2,2,88214.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T4,,Yes,3,1,1,No,80414,70," T-shirts, singlets and other vests",166,10,14,Clothing,web,0.0
272432,2018-02-09 17:24:43.873000+00:00,3295,3298,4,2,194162.0,Not VIP,5,3,0.0,5,Yes,No,No,T4,,No,3,1,1,Yes,3398,545,Footwear with outer soles of rubber or plastics,902,2,4,Shoes,app,0.0
55294,2018-01-08 15:47:14.640000+00:00,155919,155952,2,2,47254.0,Not VIP,1,1,5.0083,1,Yes,No,Yes,T3,T4,No,3,928,1,Yes,183609,597,,7,20,77,Shoes,,1.0
294006,2018-02-14 08:31:20.450000+00:00,96902,96925,2,2,207682.0,Not VIP,1,1,5.0083,1,Yes,No,No,T4,,No,3,1,1,No,110424,14," T-shirts, singlets and other vests",128,1,55,Clothing,web,0.0
202275,2018-01-28 09:58:02.033000+00:00,102770,102792,1,3,150415.0,Not VIP,14,3,0.0,14,Yes,No,No,T4,,No,4,1,1,Yes,117646,82,Items of leather clothing & accessories,1193,3,42,Clothing,web,0.0
396744,2018-02-03 01:17:45.360000+00:00,80498,80517,2,9,151387.0,Not VIP,4,3,0.0,4,Yes,No,No,T2,T2,No,3,1,1,No,90763,60,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",62,9,3,Clothing,app,1.0
46763,2018-01-08 09:19:25.423000+00:00,39162,39172,2,2,40500.0,Not VIP,4,3,0.0,4,No,No,Yes,T4,,Yes,4,921,1,Yes,43048,4,Jackets and blazers,34,2,14,Clothing,web,0.0
20771,2018-01-04 18:28:05.253000+00:00,20617,20624,1,3,18615.0,Not VIP,11,3,0.0,11,No,No,No,T4,,Yes,3,1,1,Yes,22128,5,Footwear with outer soles of rubber or plastics,111,1,25,Shoes,web,0.0
21790,2018-01-04 21:57:47.780000+00:00,81701,81721,2,2,19532.0,Not VIP,4,3,0.0,4,Yes,No,No,T3,T4,No,4,1,1,Yes,92229,99,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",577,2,2,Clothing,,1.0
231808,2018-02-02 12:01:37.396000+00:00,20398,20405,2,2,169154.0,Not VIP,103,3,10.8991,103,No,No,No,T4,,No,3,1,1,No,21879,11,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",1198,4,35,Clothing,web,0.0
401400,2018-01-03 10:08:51.956000+00:00,903,905,2,2,103646.0,Not VIP,16,4,15.4853,16,No,No,No,,,No,3,1,1,Yes,921,43,"Trousers, overalls, shorts",251,14,27,Clothing,web,1.0
69292,2018-01-09 14:09:56.213000+00:00,44104,44116,2,2,57995.0,Not VIP,1,1,5.0083,1,Yes,No,No,T3,T4,No,4,924,1,Yes,52592,787,"Trousers, overalls, shorts",316,14,34,Clothing,web,1.0
173540,2018-01-23 10:41:34.476000+00:00,25446,25454,2,2,131792.0,VIP,1,1,5.0083,1,Yes,No,No,T2,T2,Yes,4,1,1,Yes,107203,326,Other footwear with outer soles of leather,1165,1,38,Shoes,web,0.0
277839,2018-02-10 19:34:50.993000+00:00,92700,92722,1,3,197514.0,Not VIP,4,3,0.0,4,Yes,No,Yes,T4,,Yes,3,1,1,No,105308,173,"Handbags, whether or not with shoulder strap, including those without handle",1214,2,6,Bags,web,0.0
122113,2018-01-14 06:28:08.826000+00:00,65242,65259,2,2,27701.0,VIP New,1,1,0.0,1,Yes,No,Yes,VIP,VIP,No,4,1,1,No,86168,64,Jackets and blazers,44,2,10,Teen Girl Clothing,,0.0
