orderportalid,orderdate_gmt,designer,style,shipper,shiptypeid,userid,isvip,country,region,ddprate,countrycode,hasusedwishlist,isreseller,hasitemsonbag,tierafterorder,tierbeforeorder,isusingmultipledevices,userfraudstatus,promocode,freereturn,issale,productid,brand,ddpsubcategory,storeid,countryoforigin,size,category_1stlevel,platform,returned
313653,2018-02-18 12:06:05.713000+00:00,4107,4111,2,2,219509.0,Not VIP,3,2,0.0,3,No,No,No,T4,,No,3,1,1,No,4248,415,"Handbags, whether or not with shoulder strap, including those without handle",478,46,17,Bags,web,0.0
201008,2018-01-28 02:33:31.053000+00:00,14479,14486,2,2,149647.0,Not VIP,1,1,5.0083,1,Yes,No,No,T3,T3,Yes,3,1,1,No,15395,37,,36,2,2,Clothing,web,1.0
129275,2018-01-15 17:51:16.403000+00:00,2002,2005,1,3,101667.0,Not VIP,20,3,0.0,20,Yes,No,Yes,T4,T4,No,4,1,1,Yes,2057,479,"Trousers, overalls, shorts",1115,1,418,Clothing,app,0.0
15305,2018-01-03 21:19:17.093000+00:00,16154,16161,3,4,13882.0,Not VIP,7,1,0.0,7,Yes,No,No,T4,T4,Yes,3,1,0,Yes,17205,1090,"Blouses, shirts and shirt-blouses",796,8,395,Clothing,web,0.0
379842,2018-01-05 16:29:47.320000+00:00,105110,105132,2,2,18772.0,Not VIP,17,4,24.3652,17,No,No,No,T4,T4,No,3,1,1,Yes,120541,1442,"Trousers, overalls, shorts",32,10,96,Clothing,web,1.0
315324,2018-02-18 19:03:41.396000+00:00,148793,148826,1,3,61746.0,VIP,14,3,0.0,14,Yes,No,Yes,T2,T3,Yes,3,1,1,Yes,174940,166,"Trousers, overalls, shorts",334,3,9,Clothing,app,1.0
172267,2018-01-23 04:14:25.426000+00:00,29685,29693,2,2,130985.0,Not VIP,2,1,42.2351,2,No,No,Yes,T4,,No,3,1,1,Yes,106707,90,Articles of apparel and clothing accessories,854,2,18,Clothing,web,0.0
294194,2018-02-14 09:19:43.790000+00:00,45445,45458,1,3,135462.0,Not VIP,14,3,0.0,14,No,Yes,Yes,T2,T2,No,4,1,1,Yes,50193,351,Footwear with outer soles of rubber or plastics,163,1,286,Girls Shoes,web,0.0
43968,2018-01-08 07:48:53.306000+00:00,10436,10442,2,2,38229.0,VIP,1,1,33.3833,1,Yes,No,Yes,T2,T3,No,3,924,1,Yes,10998,73,"Pantyhose, tights",198,1,18,Clothing,,1.0
294661,2018-02-14 11:07:26.713000+00:00,4016,4020,3,2,208056.0,Not VIP,14,3,0.0,14,No,No,No,,,No,3,1,1,No,4153,2," T-shirts, singlets and other vests",197,1,14,Clothing,,0.0
288529,2018-02-13 04:14:14.596000+00:00,117961,117989,1,3,204287.0,Not VIP,4,3,0.0,4,No,No,No,T4,T4,No,3,1,1,No,136417,33,"Blouses, shirts and shirt-blouses",971,4,3,Clothing,web,0.0
389517,2018-02-08 05:16:33.366000+00:00,68423,68440,2,2,173883.0,VIP,2,1,16.4684,2,Yes,No,No,T2,T2,Yes,3,1,1,Yes,76625,22,Other,202,1,17,Bags,web,1.0
31517,2018-01-06 10:55:08.613000+00:00,28351,28359,2,2,27839.0,Not VIP,16,4,16.2855,16,Yes,No,No,T4,,No,3,1,1,No,30823,324,"Blouses, shirts and shirt-blouses",600,3,9,Clothing,web,0.0
101015,2018-01-12 02:05:02.083000+00:00,155968,156001,5,3,18604.0,Not VIP,4,3,0.0,4,Yes,No,No,T3,T3,No,3,924,1,Yes,183674,1015,"Trousers, overalls, shorts",316,1,18,Clothing,web,1.0
196136,2018-01-27 04:29:46.770000+00:00,123591,123621,2,2,10942.0,VIP,3,2,0.0,3,Yes,No,No,VIP,VIP,Yes,3,3378,1,No,143564,135,Other footwear,33,29,11,Shoes,app,1.0
381636,2018-01-31 12:27:04.073000+00:00,8378,8383,2,9,258579.0,Not VIP,20,3,0.0,20,Yes,No,Yes,,,No,3,3906,1,No,78751,50,Belts,147,1,644,Accessories,web,1.0
177733,2018-01-24 01:38:13.533000+00:00,150709,150742,2,2,134606.0,Not VIP,1,1,5.0083,1,Yes,No,No,T4,T4,Yes,3,1,1,Yes,177274,81,Other footwear with outer soles of leather,756,1,38,Shoes,web,1.0
370855,2018-01-09 15:27:12.030000+00:00,12269,12276,1,3,253063.0,Not VIP,11,3,0.0,11,No,No,No,,,Yes,4,924,1,Yes,12975,5,Footwear with outer soles of rubber or plastics,190,1,11,Shoes,web,1.0
30879,2018-01-06 08:27:37.426000+00:00,7021,7025,1,3,19817.0,VIP,11,3,0.0,11,Yes,No,Yes,VIP,VIP,Yes,6,1,1,Yes,7351,12,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",148,1,3,Clothing,app,0.0
219379,2018-01-31 09:17:41.250000+00:00,107705,107728,2,2,161472.0,Not VIP,5,3,0.0,5,Yes,No,No,T4,,Yes,3,1,1,No,123768,4,N/D,22,126,1,Bags,app,0.0
400190,2018-02-06 07:34:47.023000+00:00,42074,42084,2,2,40200.0,VIP New,16,4,34.1055,16,Yes,No,Yes,VIP,VIP,No,6,1,1,Yes,46376,14,Footwear with outer soles of leather or composition leather,40,1,38,Shoes,app,1.0
186664,2018-01-25 13:57:17.236000+00:00,98165,98188,2,2,38475.0,VIP,3,2,0.0,3,Yes,No,Yes,VIP,VIP,Yes,3,1,1,No,111999,2," T-shirts, singlets and other vests",33,1,27,Clothing,web,0.0
386250,2018-01-11 18:14:28.236000+00:00,46426,46439,2,2,260869.0,Not VIP,1,1,5.0083,1,Yes,No,No,T2,T2,Yes,3,924,1,Yes,51318,141,Other footwear with outer soles of leather,150,1,12,Shoes,web,1.0
90813,2018-01-11 06:36:05.890000+00:00,63638,63654,4,2,74329.0,VIP,19,4,0.0,19,No,No,No,T2,T4,No,4,924,1,No,71110,55,"Babies' Trousers, breeches and shorts, except those imported as parts of sets",12,1,32,Baby Boy Clothing,web,0.0
30553,2018-01-06 06:59:45.750000+00:00,27683,27691,2,2,181.0,Not VIP,3,2,0.0,3,Yes,Yes,Yes,VIP,VIP,Yes,6,1,1,Yes,30079,131,"Coats: overcoats, raincoat, cape, cloaks and similar articles",741,6,33,Clothing,app,0.0
370868,2018-01-08 13:58:14.040000+00:00,18441,18447,2,2,215321.0,VIP,1,1,5.0083,1,Yes,No,Yes,T1,T1,Yes,3,921,1,Yes,19711,19,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",89,3,47,Clothing,app,1.0
200422,2018-01-27 22:51:19.660000+00:00,7970,7975,1,6,21220.0,VIP New,1,1,0.0,1,Yes,No,No,VIP,VIP,No,4,1,1,Yes,8354,33," T-shirts, singlets and other vests",251,4,3,Clothing,web,0.0
297913,2018-02-15 02:28:46.020000+00:00,53849,53861,5,2,185101.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T4,T4,Yes,3,1,1,Yes,59781,194,"Trousers, overalls, shorts",214,35,56,Clothing,web,1.0
306039,2018-02-16 18:08:12.220000+00:00,6560,6564,2,2,214844.0,Not VIP,1,1,0.0,1,No,No,Yes,T4,,No,4,5082,1,No,6843,389,Footwear with outer soles of rubber or plastics,15,26,214,Shoes,web,0.0
308800,2018-02-17 10:47:26.476000+00:00,103115,103137,2,2,15226.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T2,T2,Yes,3,1,1,No,118083,99,N/D,115,20,2,Clothing,app,0.0
55166,2018-01-08 15:40:42.833000+00:00,378,379,2,2,47161.0,Not VIP,41,4,13.1309,41,Yes,Yes,No,T3,T3,Yes,2,921,1,Yes,381,50," T-shirts, singlets and other vests",238,1,8,Clothing,web,0.0
382237,2018-01-09 20:36:37.466000+00:00,150716,150749,2,2,258870.0,Not VIP,1,1,20.9568,1,No,No,No,,,No,4,924,1,Yes,177286,107,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",132,1,43,Clothing,web,1.0
2130,2018-01-01 14:40:09.016000+00:00,85085,85107,2,2,2041.0,Not VIP,12,4,35.7236,12,Yes,No,No,T2,T2,Yes,3,1,1,Yes,96227,152,"Trousers, overalls, shorts",85,1,16,Clothing,app,1.0
297140,2018-02-14 21:30:57.520000+00:00,107553,107576,1,1,77841.0,VIP New,1,1,0.0,1,Yes,No,Yes,T1,T1,Yes,6,1,1,No,123584,2283,"Of silver, whether or not plated or clad with other precious metal",416,24,6,Jewellery,web,1.0
374933,2018-01-09 12:50:21.636000+00:00,94948,94971,2,2,61822.0,VIP,1,1,20.9568,1,Yes,No,No,T1,T1,Yes,3,924,1,Yes,108061,105,Dresses,391,21,13,Clothing,web,1.0
73655,2018-01-09 20:16:20.346000+00:00,55130,55142,2,2,61284.0,VIP,18,4,0.0,18,Yes,No,Yes,T4,,Yes,3,924,1,Yes,61238,10,Suits,132,58,63,Clothing,web,1.0
131798,2018-01-16 05:31:00.883000+00:00,14507,14514,2,2,103447.0,VIP,1,1,0.0,1,Yes,No,Yes,T2,T2,Yes,4,1,1,Yes,15425,167," T-shirts, singlets and other vests",177,2,8,Activewear,web,1.0
131824,2018-01-16 05:41:27.736000+00:00,80380,80399,1,6,103465.0,Not VIP,1,1,0.0,1,No,No,No,T4,,No,3,1,1,Yes,90611,365,N/D,1,2,8,Clothing,web,0.0
76316,2018-01-10 02:17:00.490000+00:00,56953,56966,3,2,25656.0,VIP,1,1,0.0,1,No,No,Yes,T1,T1,No,4,1,1,No,63338,509,"Coats: overcoats, raincoat, cape, cloaks and similar articles",482,1,19,Clothing,web,0.0
131662,2018-01-16 04:47:51.760000+00:00,18483,18489,2,2,103361.0,Not VIP,2,1,31.5053,2,No,No,No,T4,,No,3,1,1,No,19764,274,"Handbags, whether or not with shoulder strap, including those without handle",119,2,1,Bags,web,0.0
21628,2018-01-04 21:25:17.996000+00:00,42427,42437,2,2,11921.0,VIP New,1,1,5.0083,1,Yes,No,No,T1,T1,Yes,6,1,1,Yes,46771,37,,36,2,63,Clothing,web,1.0
304915,2018-02-16 13:41:16.290000+00:00,44453,44466,2,2,214209.0,Not VIP,4,3,0.0,4,Yes,No,Yes,T4,,No,3,1,1,Yes,49068,701,Other footwear with outer soles of leather,375,4,12,Shoes,web,0.0
405213,2018-01-02 12:58:55.206000+00:00,55904,55917,1,3,270002.0,Not VIP,60,3,0.0,60,Yes,No,Yes,,,No,4,1,1,Yes,62126,362,Dresses,15,2,114,Clothing,app,1.0
196241,2018-01-27 04:57:50.903000+00:00,26331,26339,2,2,99327.0,VIP,1,1,5.0083,1,Yes,No,No,T2,T2,No,4,1,1,Yes,92666,310,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",152,1,24,Clothing,web,0.0
393135,2018-01-08 21:48:48.370000+00:00,88939,88961,1,3,264307.0,Not VIP,29,3,0.0,29,Yes,No,Yes,T4,T4,Yes,3,924,1,Yes,100846,132,,165,12,8,Clothing,web,1.0
283881,2018-02-12 05:58:00.056000+00:00,119958,119986,2,2,201418.0,Not VIP,49,4,0.0,49,Yes,No,Yes,T3,T3,No,3,1,1,No,138971,340," T-shirts, singlets and other vests",22,17,27,Clothing,app,0.0
222699,2018-01-31 20:16:14.230000+00:00,10421,10427,1,3,163563.0,Not VIP,11,3,0.0,11,No,No,No,T4,,No,3,1,1,No,10984,70," T-shirts, singlets and other vests",1216,10,18,Clothing,web,0.0
90091,2018-01-11 04:41:26.673000+00:00,58108,58121,2,2,73811.0,VIP New,15,4,12.9314,15,Yes,No,No,T3,,No,3,924,1,Yes,70767,290,"Handbags, whether or not with shoulder strap, including those without handle",1092,1,17,Bags,,0.0
238569,2018-02-03 18:05:44.106000+00:00,138530,138560,1,3,147918.0,Not VIP,9,3,0.0,9,No,No,No,T2,T2,No,3,1,1,No,162036,547,Jackets and blazers,190,1,55,Clothing,web,1.0
403398,2018-01-12 20:03:48.430000+00:00,54867,54879,1,3,234958.0,VIP,4,3,0.0,4,Yes,No,No,T2,T2,No,3,1,1,No,60947,2," T-shirts, singlets and other vests",80,1,14,Clothing,app,1.0
301931,2018-02-15 21:23:29.090000+00:00,45545,45558,5,3,130083.0,Not VIP,25,3,0.0,25,Yes,No,No,T3,T3,No,4,1,1,Yes,50305,25,"Trousers, overalls, shorts",33,3,891,Clothing,web,1.0
92765,2018-01-11 10:41:05.833000+00:00,64505,64522,3,2,75710.0,Not VIP,18,4,0.0,18,No,No,Yes,,,No,3,924,1,Yes,72117,654,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar",65,2,138,Girls Accessories,web,0.0
164762,2018-01-21 20:40:02.706000+00:00,30181,30189,1,6,125970.0,VIP,1,1,0.0,1,Yes,No,No,T3,T4,Yes,4,1,1,Yes,51383,84," T-shirts, singlets and other vests",233,1,43,Clothing,web,0.0
44340,2018-01-08 08:02:58+00:00,59403,59417,1,3,22173.0,Not VIP,9,3,0.0,9,Yes,No,No,T2,T2,No,4,921,1,Yes,66180,53,N/D,695,20,43,Clothing,web,1.0
227911,2018-02-01 18:01:42.523000+00:00,28767,28775,2,2,29644.0,VIP New,15,4,0.0,15,Yes,Yes,Yes,VIP,VIP,No,3,1,1,Yes,31278,139,,44,20,286,Boys Shoes,web,0.0
110298,2018-01-12 18:23:42.450000+00:00,36123,36132,1,3,88095.0,Not VIP,9,3,0.0,9,No,No,Yes,T3,T4,No,4,924,1,Yes,39614,4,Footwear with outer soles of rubber or plastics,11,2,101,Shoes,web,0.0
87924,2018-01-10 22:37:35.343000+00:00,62334,62350,2,2,72236.0,Not VIP,12,4,37.4837,12,Yes,No,Yes,T4,T4,No,3,924,1,Yes,69592,182,,51,21,114,Clothing,app,0.0
388962,2018-02-10 06:20:56.703000+00:00,28395,28403,3,11,262245.0,Not VIP,3,2,0.0,3,Yes,No,No,,,Yes,3,1,1,No,30870,92,Belts,1194,1,73,Accessories,web,1.0
173363,2018-01-23 09:57:30.873000+00:00,17425,17432,2,2,131684.0,Not VIP,3,2,0.0,3,Yes,No,No,T4,,No,4,1,1,Yes,18598,141,Other footwear with outer soles of leather,958,1,53,Shoes,web,0.0
390878,2018-01-01 17:45:58.220000+00:00,986,988,2,2,263211.0,Not VIP,2,1,30.7832,2,No,No,No,,,No,4,1,1,Yes,1004,84,"Handbags, whether or not with shoulder strap, including those without handle",233,1,17,Bags,,1.0
47685,2018-01-08 09:54:27.633000+00:00,39832,39842,2,2,41257.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T3,T4,No,3,921,1,Yes,43802,626,"T-shirts, singlets and other vests",67,2,48,Boys Clothing,app,0.0
404591,2018-01-04 08:49:23.313000+00:00,156669,156702,2,2,269710.0,Not VIP,4,3,0.0,4,Yes,No,Yes,,,No,3,1,1,Yes,184524,132,"Trousers, overalls, shorts",94,1,120,Clothing,app,1.0
135891,2018-01-16 20:39:49.310000+00:00,81752,81772,2,2,106257.0,Not VIP,1,1,5.0083,1,No,No,No,T4,,No,3,1,1,Yes,92290,105,"Trousers, overalls, shorts",888,10,40,Clothing,web,0.0
158559,2018-01-20 17:45:16.250000+00:00,78506,78524,2,2,31926.0,VIP New,1,1,9.1168,1,Yes,No,Yes,VIP,VIP,Yes,4,1,1,No,88342,105,Items of leather clothing & accessories,741,1,33,Clothing,,0.0
61767,2018-01-09 00:33:09.716000+00:00,42306,42316,1,3,52386.0,Not VIP,20,3,0.0,20,Yes,No,Yes,T3,T3,Yes,4,921,1,Yes,182417,17,"Trousers, overalls, shorts",101,1,221,Clothing,app,1.0
395776,2018-01-11 11:25:38.083000+00:00,16961,16968,2,2,261619.0,Not VIP,5,3,0.0,5,Yes,No,No,T2,T3,Yes,4,924,1,Yes,18094,462,N/D,67,12,85,Boys Clothing,web,1.0
381274,2018-01-31 18:53:24.560000+00:00,786,788,1,1,60248.0,VIP New,1,1,0.0,1,Yes,No,Yes,T2,T2,Yes,4,1,1,Yes,796,124,Items of leather clothing & accessories,1249,1,41,Clothing,web,1.0
223260,2018-01-31 22:12:48.690000+00:00,8635,8640,3,2,163936.0,Not VIP,9,3,0.0,9,No,No,No,T4,T4,No,3,1,1,Yes,9088,87,"Trousers, overalls, shorts",364,1,55,Clothing,web,0.0
206215,2018-01-29 02:06:01.456000+00:00,9750,9756,2,2,153130.0,Not VIP,1,1,28.555,1,No,No,No,T4,,No,3,1,1,No,10281,5,Footwear with outer soles of rubber or plastics,83,1,36,Shoes,web,0.0
74171,2018-01-09 21:09:00.886000+00:00,55907,55920,2,2,61703.0,Not VIP,5,3,10.8865,5,No,Yes,Yes,VIP,VIP,Yes,6,1,1,No,62129,92,,36,20,293,Accessories,app,0.0
402807,2018-02-01 14:30:40.683000+00:00,22329,22337,1,7,166022.0,Not VIP,9,3,0.0,9,No,No,No,T3,T3,Yes,3,1,1,No,24034,92,Other footwear,91,1,36,Shoes,web,1.0
371625,2018-01-04 14:56:57.240000+00:00,14814,14821,2,2,253474.0,Not VIP,9,3,0.0,9,Yes,No,No,T2,T2,No,4,1,1,Yes,15763,158," T-shirts, singlets and other vests",69,2,231,Clothing,web,1.0
395370,2018-01-31 23:01:52.036000+00:00,121685,121714,2,2,265371.0,Not VIP,19,4,5.0083,19,Yes,No,No,,,No,3,1,1,No,141141,74,"Handbags, whether or not with shoulder strap, including those without handle",106,1,17,Bags,app,1.0
61960,2018-01-09 01:03:51.320000+00:00,11915,11920,2,2,52538.0,Not VIP,19,4,0.0,19,Yes,No,No,T2,T3,No,3,921,1,Yes,12591,64,"T-shirts, singlets and other vests",879,2,65,Boys Clothing,web,0.0
48848,2018-01-08 10:44:16.053000+00:00,84569,84590,2,2,42185.0,Not VIP,14,3,10.621,14,Yes,No,No,T2,T3,Yes,3,921,1,No,95613,54,Other footwear with outer soles of leather,55,1,78,Shoes,,1.0
117267,2018-01-13 08:23:51.520000+00:00,4810,4814,4,2,92938.0,VIP,1,1,0.0,1,Yes,No,Yes,T2,T2,Yes,4,924,1,Yes,4996,462,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",85,12,65,Boys Clothing,web,0.0
217336,2018-01-30 22:48:25.353000+00:00,16085,16092,2,2,160209.0,Not VIP,1,1,0.0,1,No,No,No,T4,,No,3,1,1,Yes,17129,251,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",249,9,14,Clothing,web,0.0
373480,2018-01-19 16:21:20.823000+00:00,148403,148436,2,2,254417.0,VIP,5,3,0.0,5,Yes,No,Yes,T4,T4,Yes,3,1,1,Yes,174484,1870,Suits,1115,1,29,Clothing,web,1.0
23200,2018-01-05 04:17:16.180000+00:00,565,567,2,2,20758.0,Not VIP,16,4,34.1055,16,No,No,Yes,T4,,No,3,542,1,Yes,24152,41,Other footwear with outer soles of leather,34,24,77,Shoes,web,0.0
92263,2018-01-11 09:37:51.100000+00:00,41631,41641,2,2,75362.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,T4,Yes,3,924,1,Yes,45880,749,Other footwear with outer soles of leather,32,1,37,Shoes,web,1.0
18121,2018-01-04 10:35:51.516000+00:00,61636,61651,2,2,16329.0,VIP,3,2,0.0,3,Yes,No,No,T2,T3,Yes,3,1,1,Yes,68795,74,N/D,22,1,12,Shoes,web,1.0
403306,2018-02-07 16:01:15.023000+00:00,129049,129079,2,2,2303.0,Not VIP,6,4,0.0,6,Yes,No,No,T2,T2,No,4,1,1,No,150347,101," T-shirts, singlets and other vests",48,26,14,Clothing,web,1.0
383610,2018-01-09 10:42:35.533000+00:00,35709,35718,1,3,259550.0,Not VIP,20,3,0.0,20,Yes,No,Yes,T3,T3,No,4,924,1,Yes,39145,139,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",44,1,85,Girls Clothing,web,1.0
383482,2018-01-10 05:54:53.760000+00:00,20822,20829,4,2,259484.0,Not VIP,1,1,0.0,1,Yes,No,No,T4,T4,Yes,3,924,1,Yes,22354,94,"Trousers, overalls, shorts",335,1,8,Clothing,web,1.0
128181,2018-01-15 14:04:21.140000+00:00,13776,13783,1,3,100894.0,Not VIP,9,3,0.0,9,Yes,No,No,T4,T4,Yes,3,1,1,No,14615,158,Footwear with outer soles of rubber or plastics,72,2,372,Shoes,web,1.0
313144,2018-02-18 09:00:36.186000+00:00,133112,133142,2,2,213617.0,VIP,5,3,0.0,5,Yes,No,No,VIP,VIP,No,6,1,1,No,155307,52,Dresses,163,6,10,Teen Girl Clothing,,0.0
371390,2018-01-18 05:04:24.456000+00:00,147863,147895,1,1,253353.0,Not VIP,1,1,0.0,1,Yes,No,No,T3,T3,No,4,1,1,No,173816,1422,Dresses,913,8,228,Clothing,app,1.0
286324,2018-02-12 17:07:18.546000+00:00,1737,1740,3,2,189879.0,Not VIP,4,3,0.0,4,No,No,No,,,No,2,1,1,Yes,1782,80,N/D,334,2,45,Shoes,,0.0
396346,2018-01-27 13:40:09.306000+00:00,60719,60733,2,2,43646.0,VIP,5,3,0.0,5,Yes,No,Yes,T1,T1,Yes,3,1,1,Yes,67716,17,Footwear with outer soles of rubber or plastics,587,1,25,Shoes,app,1.0
186405,2018-01-25 13:07:31.573000+00:00,55992,56005,5,2,140162.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,T4,No,4,1,1,Yes,62240,581,Briefs and panties,541,2,18,Clothing,,0.0
90279,2018-01-11 05:13:57.036000+00:00,152534,152567,2,2,73950.0,Not VIP,3,2,0.0,3,Yes,No,Yes,T4,,No,3,924,1,Yes,179478,129,Skirts,429,3,49,Girls Clothing,web,1.0
383866,2018-01-18 06:37:14.096000+00:00,25459,25467,2,2,112931.0,Not VIP,19,4,0.0,19,Yes,Yes,Yes,T3,T3,Yes,3,1,1,No,27577,92,"Handbags, whether or not with shoulder strap, including those without handle",36,1,17,Bags,web,1.0
402262,2018-01-07 11:55:44.170000+00:00,105988,106010,2,2,268591.0,VIP,5,3,0.0,5,Yes,No,No,T2,T2,No,3,1,1,Yes,121627,2159,Dresses,565,45,114,Clothing,app,1.0
401458,2018-01-08 16:05:11.746000+00:00,41023,41033,2,2,268224.0,Not VIP,1,1,7.2224,1,Yes,No,No,,,No,3,921,1,Yes,45164,83,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",384,1,63,Clothing,web,1.0
48947,2018-01-08 10:48:21.243000+00:00,12252,12258,2,2,42261.0,Not VIP,5,3,0.0,5,Yes,No,No,T4,,No,3,921,1,Yes,12955,196,"Handbags, whether or not with shoulder strap, including those without handle",317,1,17,Bags,web,0.0
205114,2018-01-28 20:37:53.983000+00:00,65081,65098,2,2,152367.0,Not VIP,14,3,0.0,14,Yes,No,No,T4,T4,Yes,3,1,1,Yes,72775,565,Other footwear with outer soles of leather,535,4,58,Shoes,,0.0
30488,2018-01-06 06:37:53.436000+00:00,3797,3801,2,2,26972.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,T4,No,3,1,1,Yes,30011,11,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",284,4,19,Clothing,app,0.0
303934,2018-02-16 09:37:51.763000+00:00,843,845,2,2,213655.0,Not VIP,15,4,0.0,15,No,No,Yes,T4,,No,3,1,1,No,104721,297,,73,49,14,,app,1.0
222395,2018-01-31 19:09:36.856000+00:00,149381,149414,2,2,98020.0,Not VIP,14,3,47.7531,14,Yes,No,No,T2,T2,No,3,1,1,No,175658,163,,548,14,70,Clothing,,1.0
83339,2018-01-10 15:11:40.826000+00:00,130918,130948,2,2,37676.0,VIP New,19,4,33.3833,19,Yes,No,No,VIP,VIP,Yes,6,924,1,Yes,152621,81,Skirts,83,1,19,Clothing,web,1.0
230940,2018-02-02 08:07:20.876000+00:00,34229,34238,2,2,168667.0,Not VIP,16,4,14.5035,16,Yes,No,Yes,T4,T4,No,3,1,1,Yes,37488,60,Footwear with outer soles of rubber or plastics,330,4,158,Shoes,,0.0
386567,2018-01-08 13:14:26.650000+00:00,72571,72589,2,2,12008.0,VIP,4,3,0.0,4,Yes,No,No,T1,T1,Yes,3,921,1,Yes,81398,571,Dresses,113,4,44,Clothing,app,1.0
375267,2018-01-27 21:44:57.360000+00:00,18785,18791,2,2,255333.0,Not VIP,4,3,0.0,4,No,No,No,T4,,No,3,1,1,Yes,20109,84,Footwear with outer soles of rubber or plastics,112,1,53,Shoes,web,1.0
63214,2018-01-09 04:01:32.033000+00:00,36009,36018,3,2,53450.0,Not VIP,3,2,0.0,3,Yes,No,No,,,No,2,921,1,Yes,39478,52,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",44,1,18,Clothing,,0.0
221864,2018-01-31 17:24:52.640000+00:00,107129,107151,1,3,124990.0,Not VIP,29,3,0.0,29,Yes,Yes,No,T1,T1,Yes,3,1,1,No,123070,129,,215,2,85,Girls Clothing,,0.0
215290,2018-01-30 15:54:30.393000+00:00,106547,106569,2,2,158896.0,Not VIP,1,1,5.0083,1,Yes,No,No,T4,,No,3,1,1,No,122325,515,Dresses,493,23,196,Girls Clothing,web,0.0
239033,2018-02-03 20:04:34.936000+00:00,87001,87023,2,2,95356.0,VIP New,1,1,5.0083,1,Yes,No,No,VIP,VIP,No,4,1,1,No,98511,479,"Trousers, overalls, shorts",325,1,56,Clothing,web,1.0
